	Macro.c08.NLRP3	Macro.c07.LYVE1	Macro.c05.INHBA	Macro.c01.C1QC	Macro.c03.GPNMB	Macro.c04.IL1B	Macro.c02.FN1	Macro.c06.ISG15	Macro.c09.SPP1
SLC26A2	0.092469444	0.079851318	0.057410463	0.071764336	0.057303923	0.051319798	0.061161623	0.046121206	0.049866125
SLC26A6	0.050605551	0.023336146	0.027244196	0.027227632	0.022045955	0.017186974	0.025895837	0.044292708	0.057498144
SLC26A7	0	0.000312295	0	9.35E-05	0	0.000808028	0	0	0
SLC26A8	0.000175673	0.000410815	0	0.000254266	0.00102006	0.000591257	0	0	0
SLC27A1	0.038458028	0.076045724	0.039467903	0.076844588	0.072764527	0.067856066	0.067679401	0.042273196	0.069370888
SLC27A2	0.000819409	0.001073464	0.001145418	0.000494787	0.002604826	0.000482961	0.000378432	0.000890927	0.001608102
SLC27A3	0.102169864	0.076585119	0.077773416	0.079903631	0.073500578	0.045080554	0.071642363	0.227578164	0.076337524
SLC27A4	0.011685904	0.014579811	0.010448543	0.020829264	0.015963151	0.00764275	0.008567485	0.021801717	0.017675043
SLC27A5	0.008006941	0.022320667	0.016586201	0.033719409	0.031657799	0.030395106	0.039609566	0.014928653	0.021101452
SLC28A1	0	0.001872303	0	0.001954387	0.000783563	0.002472916	0.0014939	0	0.00019085
SLC28A3	0.001415909	0.000573764	0.00131626	0.000849104	0.001198616	0	0	0.001071871	0.004038481
SLC29A1	0.034661601	0.10994339	0.148113494	0.197960683	0.199064338	0.173937574	0.120184893	0.070067043	0.162962049
SLC29A2	0.000222303	0.002929206	0	0.000845464	0.00240377	0.001279148	0.000539207	0.00116549	0
SLC29A3	0.012055506	0.054713216	0.050710778	0.093838141	0.104195525	0.062074228	0.04322328	0.037175725	0.050991186
SLC29A4	0.000306606	0.001172079	0	0.000239197	0.002199374	0.001261722	0.002052002	0	0.001262514
SLC2A1	0.010521702	0.004646279	0.058320996	0.019652525	0.049575241	0.020627476	0.013495353	0.019836097	0.093551745
SLC2A10	0	0.00093654	0	0.001868081	0.001204907	0.00094346	0	0	0.00023495
SLC2A11	0.011982618	0.023049292	0.024318054	0.028392135	0.034103849	0.035368577	0.034852431	0.018540157	0.020720374
SLC2A12	0	0	0	4.04E-05	0.000357213	0.000286665	0	0	0
SLC2A13	0.020782624	0.080496107	0.060246111	0.083469128	0.076602398	0.082839248	0.03915327	0.033183533	0.054528806
SLC2A14	0.001389588	0.000897193	0.000993999	0.000538544	0	0	0.001421514	0.00072022	0.000975007
SLC2A3	1.911955818	0.616478246	1.278822	0.56850596	0.572998619	0.434726893	0.766730249	1.038611019	1.178933461
SLC2A4RG	0.03188195	0.033381508	0.029405665	0.030040617	0.023943895	0.016415073	0.02755719	0.027238753	0.034723609
SLC2A5	0.007676096	0.034481477	0.015864079	0.085837389	0.087412293	0.056588553	0.025312832	0.035037742	0.364759248
SLC2A6	0.336905649	0.024503278	0.111467627	0.039946187	0.028278879	0.020138157	0.061723936	0.398662782	0.138027189
SLC2A8	0.02032476	0.187484314	0.076661266	0.171901345	0.148085335	0.139356033	0.051589962	0.045623536	0.05582599
SLC2A9	0.054511856	0.089437529	0.073776464	0.091153494	0.098741058	0.117031257	0.101877195	0.044164747	0.070641675
SLC30A1	0.030012877	0.061025781	0.036127572	0.048064743	0.026588283	0.021390336	0.030698644	0.063365254	0.046466159
SLC30A2	0	0.000410404	0	0.000365368	0.001375094	0	0	0	0.000457679
SLC30A3	0	0.00056415	0	0.00031734	0	0	0	0	0.000205952
SLC30A4	0.014941741	0.026525475	0.039576624	0.020251031	0.017763838	0.025096287	0.00822921	0.013648265	0.008969524
SLC30A5	0.061793618	0.07850679	0.067162896	0.079933514	0.096668732	0.067790661	0.092768762	0.086638366	0.0885067
SLC30A6	0.011979808	0.034070305	0.028088962	0.036704476	0.030721223	0.029043808	0.024276829	0.025866857	0.03179757
SLC30A7	0.118306849	0.121307	0.097416395	0.108554547	0.093196234	0.095492623	0.077350167	0.149389487	0.104361143
SLC30A9	0.076735778	0.102055962	0.095607051	0.10379271	0.10379227	0.093672477	0.091490051	0.09051503	0.102954809
SLC31A1	0.096478972	0.120703995	0.125160233	0.194937811	0.213578116	0.125677523	0.101774096	0.208571888	0.175671652
SLC31A2	0.451278384	0.455227153	0.431399858	0.525902602	0.617285535	0.565368648	0.506208276	0.786640558	0.876903705
SLC32A1	0.000121242	0	0.000292051	0.000153957	0.000882911	0	0	0.001650337	0
SLC33A1	0.025045172	0.053781537	0.038791843	0.057214109	0.066576699	0.06128044	0.041656581	0.045935568	0.043364639
SLC34A1	0	0.00095429	0	0	0	0	0	0	0
SLC34A2	0.000173691	0	0.001227719	0	0	0	0	0.001667245	0.000440036
SLC35A1	0.027388372	0.046316342	0.025709593	0.047878292	0.056864126	0.052022625	0.036183534	0.02670621	0.033916924
SLC35A2	0.029948397	0.050554756	0.058458438	0.077147466	0.089333121	0.067818575	0.057956825	0.064478325	0.061913029
SLC35A3	0.023047817	0.047280452	0.031007977	0.048853581	0.048162927	0.048448064	0.033010287	0.028276397	0.049477043
SLC35A4	0.113003551	0.088373	0.09687883	0.112892413	0.095071247	0.088558422	0.10764067	0.154476203	0.099896919
SLC35A5	0.029456506	0.057901181	0.036649368	0.065170092	0.047037749	0.044076516	0.03307524	0.051058217	0.051059221
SLC35B1	0.109704444	0.101180617	0.107816457	0.135378952	0.164323451	0.096709332	0.128475874	0.209732415	0.153138613
SLC35B2	0.163773146	0.113689141	0.112398598	0.158576066	0.103586873	0.121508482	0.085201607	0.141669622	0.15413396
SLC35B3	0.027732615	0.054738851	0.03928832	0.047994019	0.045307699	0.036673674	0.028945563	0.05253562	0.047657137
SLC35B4	0.022072827	0.048286277	0.029630044	0.059957086	0.075974714	0.056684943	0.044852358	0.027881025	0.046164455
SLC35C1	0.01453066	0.029270164	0.018604814	0.030398067	0.035316081	0.02157379	0.028102556	0.034397452	0.030018867
SLC35C2	0.071677449	0.084130953	0.079509331	0.095451033	0.088883962	0.075641662	0.063366732	0.092038916	0.096616764
SLC35D1	0.015961396	0.023981182	0.01569899	0.019553539	0.019357595	0.019165985	0.021949583	0.012568088	0.022673706
SLC35D2	0.030821768	0.045491164	0.030713653	0.042430296	0.041207942	0.042231344	0.03976619	0.030140156	0.028786292
SLC35E1	0.062035699	0.053520384	0.049951679	0.057077746	0.051925422	0.041573512	0.053021375	0.064826227	0.066396924
SLC35E2B	0.028345239	0.057556653	0.023423164	0.04837974	0.029313023	0.034002503	0.033731206	0.025953198	0.046214896
SLC35E3	0.072606503	0.098310515	0.062689755	0.097342392	0.113290445	0.11285615	0.096972362	0.063779156	0.106622129
SLC35E4	0.060000744	0.021752324	0.044275509	0.031196652	0.03821528	0.025522086	0.065295321	0.066313982	0.050147296
SLC35F2	0.006068947	0.004717671	0.035718554	0.010938379	0.019460186	0.026537579	0.018851642	0.026804562	0.010462788
SLC35F3	0.001168234	0.001785886	0.000564539	0.001086145	0.002419623	0.001297491	0.002654773	0.001843607	0.0009353
SLC35F5	0.061072606	0.108833983	0.096673667	0.084343511	0.086291445	0.085328775	0.07766257	0.107449706	0.093640414
SLC35F6	0.041481564	0.118585013	0.041290049	0.114409949	0.091465937	0.071591192	0.048288443	0.067593666	0.08577925
SLC35G1	0.001139761	0.004980543	0.00104199	0.003373131	0.005472424	0.002218799	0.00386077	0.000666567	0.001786454
SLC35G2	0.000259194	0.001782329	0.001700973	0.002208217	0.002465398	0.005279493	0.000402627	0.000805947	0.001680196
SLC35G5	0.000163134	0.000686288	0.001029022	0.00031986	0	0	0	0.001100611	0.000308053
SLC35G6	0	0.000419917	0	0.000222399	0.000490153	0.000599173	0	0	0
SLC36A1	0.046307481	0.068441564	0.02735663	0.076903757	0.059623785	0.01729271	0.026858235	0.038488163	0.056374906
SLC36A4	0.2589708	0.110763848	0.148468832	0.089802245	0.095280846	0.106885729	0.176648441	0.193655888	0.24038113
SLC37A1	0.019797116	0.033638831	0.040894409	0.036752339	0.030269591	0.029341847	0.035652431	0.080347969	0.032108825
SLC37A2	0.125830428	0.271348455	0.27939853	0.272750671	0.264063181	0.347013575	0.264869673	0.17406718	0.187356319
SLC37A3	0.016868918	0.012033812	0.005824297	0.005856418	0.003903485	0.002488816	0.003411248	0.018846491	0.009249709
SLC37A4	0.006035731	0.076100906	0.021157156	0.070725057	0.051030204	0.044992212	0.019366541	0.027253636	0.028030458
SLC38A1	0.017482254	0.011055199	0.017160539	0.007881534	0.013908619	0.020635634	0.015381761	0.027426469	0.006275517
SLC38A10	0.167321618	0.176747742	0.130616811	0.173725912	0.162508646	0.168111828	0.178456941	0.182497834	0.162825627
SLC38A11	0	0	0	9.83E-05	0.000250642	0.000306574	0	0	0.000321121
SLC38A2	0.35133894	0.553573368	0.36706589	0.371036091	0.276018026	0.43599915	0.298668372	0.480309972	0.480550817
SLC38A5	0.002037432	0.002068657	0.007414932	0.004605523	0.005302109	0.006218107	0.006989415	0.023267059	0.013739865
SLC38A6	0.035017375	0.116899433	0.033472208	0.163558247	0.12569236	0.064253974	0.044956068	0.045925653	0.117303489
SLC38A7	0.031920972	0.072836551	0.022265422	0.069936993	0.055899563	0.041291045	0.031481608	0.033353855	0.043217766
SLC38A9	0.015697651	0.059144596	0.037622527	0.049421036	0.05539581	0.059887204	0.028228835	0.027675185	0.038606552
SLC39A1	0.164721046	0.31397519	0.239316573	0.312623235	0.259356422	0.247205502	0.196749921	0.310730534	0.304687883
SLC39A10	0.034098879	0.126334146	0.101295005	0.116664882	0.127444816	0.133450252	0.087777351	0.052385593	0.047199864
SLC39A11	0.059473476	0.050032341	0.063186278	0.077377291	0.053715176	0.050736023	0.07056929	0.084584715	0.099934233
SLC39A12	0.000476527	0.016037074	0.002442831	0.002770346	0.000563933	0.001711522	0	0.000694167	0.003962352
SLC39A13	0.039167943	0.040968603	0.04840773	0.062399715	0.060212781	0.035966131	0.02452165	0.064953615	0.050192184
SLC39A14	0.004294239	0.010925506	0.009080931	0.005882441	0.003752032	0.005788559	0.004734521	0.006513524	0.004585097
SLC39A3	0.027494718	0.048114884	0.041369749	0.079924523	0.060925257	0.053144653	0.052964296	0.048644479	0.05309138
SLC39A4	0.096651215	0.07739245	0.07134664	0.092745148	0.096646891	0.078449037	0.133368609	0.105282564	0.158379919
SLC39A6	0.06562306	0.07367821	0.088274763	0.089987859	0.096155626	0.071897963	0.076927422	0.09374369	0.094457854
SLC39A7	0.061636278	0.093552057	0.067565353	0.11151917	0.107325644	0.080952194	0.087352603	0.111954628	0.112458173
SLC39A8	0.475430088	0.136614186	0.333406905	0.134775899	0.074964418	0.089441801	0.173869919	0.489807262	0.4437898
SLC39A9	0.06936609	0.055305731	0.041359062	0.054361253	0.049876732	0.052367011	0.05380697	0.082405441	0.073134114
SLC3A1	0.000346734	0.002073533	0.001478581	0.001539762	0.002070329	0.002421665	0.002238431	0	0.001238842
SLC3A2	0.509612676	0.640162235	0.75182502	0.665656423	0.82980851	0.722991159	0.728271281	0.709026375	0.719876092
SLC40A1	0.028520387	1.02723558	0.104144316	1.006153582	0.692924682	0.773838057	0.171132946	0.030952266	0.041039324
SLC41A1	0.006873687	0.036691807	0.016050318	0.017756641	0.011999406	0.013502267	0.006493831	0.006885626	0.010511512
SLC41A2	0.013485889	0.030403986	0.057819483	0.027290796	0.053545643	0.048712639	0.01855692	0.035330473	0.045917015
SLC41A3	0.034622868	0.058843005	0.044064429	0.056775382	0.051040139	0.061384838	0.042619326	0.027533411	0.048980004
SLC43A1	0.005469285	0.023891035	0.005977264	0.020288182	0.01466529	0.012182052	0.015877482	0.005164734	0.006255108
SLC43A2	0.792231428	0.320328775	0.479439273	0.359410064	0.414146245	0.358156535	0.512442092	0.659277681	0.511452812
SLC43A3	0.261056968	0.292027481	0.300965168	0.312915021	0.254552393	0.220431698	0.246410145	0.386745145	0.370401883
SLC44A1	0.287835505	0.142226513	0.279118099	0.136741975	0.148000143	0.136174618	0.161877054	0.246111779	0.26253845
SLC44A2	0.052683259	0.01848819	0.02395616	0.040252188	0.041574053	0.036720504	0.030303199	0.040398317	0.028036756
SLC44A3	0	0.000916137	0	5.72E-05	0.000626959	0	0	0	0
SLC44A4	0	0.00174393	0	0	0.000812156	0.000208729	0	0	0
SLC45A1	0.001582422	0.002146571	0.003591965	0.004292822	0.002550122	0.002343401	0.000602003	0.003901963	0.007543227
SLC45A3	0.002036227	0.005367783	0.004669609	0.004738278	0.00264007	0.002800344	0.002448228	0.002385082	0.007149194
SLC45A4	0.016455887	0.057504924	0.022540197	0.045487481	0.017794463	0.039663236	0.00698285	0.017757467	0.020530409
SLC46A1	0.003791792	0.07049279	0.012446388	0.060585977	0.065625695	0.056116062	0.019099986	0.010049643	0.029094539
SLC46A2	0.011597642	0.007170094	0.004731255	0.005500463	0.003111269	0.003578684	0.007474266	0.008079737	0.01411984
SLC46A3	0.019902236	0.131968156	0.056371734	0.130633555	0.122657197	0.140194322	0.057665529	0.03464517	0.063747509
SLC47A1	0.003533395	0.008785117	0.005097669	0.032132193	0.019624911	0.017295178	0.01192587	0.00280773	0.011933698
SLC48A1	0.016942279	0.057515484	0.019290642	0.051628243	0.036453468	0.036793379	0.021382074	0.011705534	0.036614788
SLC4A1	0	0	0	0	0	0	0	0	0
SLC4A11	0.000514139	0.000818137	0.001655597	0.001477915	0.001649527	0	0.001301396	0.000666567	0.000630541
SLC4A1AP	0.05138557	0.092465649	0.075124317	0.100214893	0.102627981	0.093715201	0.059622386	0.095830526	0.093075638
SLC4A2	0.079553734	0.088184758	0.068479288	0.081656367	0.048355358	0.050882032	0.054519784	0.09658335	0.125198474
SLC4A3	0	0	0.002326451	6.66E-05	0.000233449	0.001754821	0.000762192	0.000619541	0
SLC4A4	0	0.001036944	0	9.30E-05	0.000305161	0	0	0	0
SLC4A5	0.000318842	0.00107907	0.000469246	0.000393786	0	0.001265704	0	0	0.000213497
SLC4A7	0.133964761	0.332781607	0.28839479	0.293537224	0.333792907	0.451889716	0.312883637	0.132397756	0.142750555
SLC4A8	0.031821951	0.027873797	0.046879516	0.030380528	0.017651964	0.023247354	0.02200619	0.025685038	0.023415191
SLC50A1	0.087491707	0.163984702	0.150248675	0.18057229	0.172060078	0.171541299	0.131896912	0.228513416	0.177865484
SLC51A	0	0.000485234	0	0	0	0.00026339	0	0	0
SLC52A2	0.077635786	0.101241165	0.091200321	0.126560463	0.121382035	0.093787008	0.104417243	0.149155582	0.133060581
SLC5A10	0.000436803	0.000583307	0.000231662	0.000299971	0.000237583	0.000618428	0.000474172	0	0
SLC5A2	0	0.000759768	0	0.000173323	0	0	0	0	0
SLC5A3	0.06866664	0.190812315	0.180611158	0.114047795	0.065827013	0.096467673	0.055724696	0.106266683	0.149548296
SLC5A4	0	0	0	8.55E-05	0	0	0.000807815	0	0
SLC5A5	0	0.000235868	0.003124654	0.000223618	0	0	0	0.000728415	0
SLC5A6	0.016909338	0.031371073	0.017393679	0.032673474	0.036742597	0.029570423	0.023398842	0.029676133	0.036211146
SLC5A9	0.001045514	0.001347771	0	0.001413149	0.000968646	0.003414233	0.00185145	0.000712379	0.000155856
SLC6A11	0	0.00129373	0	0.000546206	0.000843563	0.000768065	0.000461039	0	0
SLC6A12	0.007665015	0.007726118	0.019763415	0.013558913	0.009249638	0.01200231	0.017257764	0.038918468	0.013038269
SLC6A13	0.000816516	0.000598112	0	0	0.000558854	0.001566921	0.000639859	0	0.000198243
SLC6A16	0	0.000350167	0	0.000287514	0	0.000362361	0	0	0
SLC6A3	0.006443161	0.003842655	0.001335568	0.00225561	0.002436435	0.002737899	0.001593679	0.001551071	0.001081803
SLC6A6	0.316704056	0.176123378	0.177734899	0.126771771	0.132230487	0.131911495	0.148219572	0.218777076	0.235095354
SLC6A7	0.003712808	0.002854566	0.002654112	0.004406265	0.001583978	0.003372876	0.006982716	0.002127831	0.006483381
SLC6A8	0.017529341	0.029750035	0.021003078	0.022693557	0.00819324	0.012263593	0.005127111	0.01945552	0.058358493
SLC6A9	0.000125952	0.000179286	0	0.000222271	0	0	0	0	0
SLC7A1	0.05933094	0.035779242	0.073215454	0.031143254	0.060522539	0.065595903	0.071401291	0.065179407	0.050273406
SLC7A11	0.031008942	0.003319914	0.074536502	0.010816837	0.007394662	0.001845635	0.003583222	0.02549837	0.03138916
SLC7A4	0	0	0	0	0	0	0	0	0
SLC7A5	0.908199483	0.282468942	0.637265814	0.316993108	0.299042119	0.418076898	0.621508494	0.489118106	0.599267495
SLC7A6	0.027308692	0.035931251	0.03005696	0.045324675	0.032885545	0.02712743	0.029612667	0.027796792	0.030753908
SLC7A6OS	0.01743075	0.06101498	0.027887793	0.063003408	0.064438389	0.040591237	0.033221915	0.043730943	0.043867687
SLC7A7	0.537221661	0.337095807	0.476830689	0.50102849	0.557238747	0.488919748	0.473243492	0.555172998	0.512963756
SLC7A8	0.002727147	0.129648279	0.007969527	0.126755981	0.032290306	0.024612842	0.00391485	0.003553229	0.052124875
SLC8A1	0.233297094	0.291622107	0.420309975	0.320475593	0.31616963	0.30849719	0.325375202	0.493387558	0.261718948
SLC8A2	0.004655906	0.003268121	0.002751159	0.003617134	0.000768441	0.002972119	0.001865104	0.00326084	0.005132347
SLC8A3	0	0	0	0	0	0	0	0	0
SLC8B1	0.122079816	0.140367821	0.201648763	0.175772593	0.193772558	0.168580736	0.214672282	0.147514652	0.192148315
SLC9A1	0.041366351	0.05173718	0.044043865	0.038535929	0.017511396	0.028400071	0.03362408	0.037013619	0.052496411
SLC9A2	0	0	0	7.29E-05	0.000403639	0.00054682	0	0	0
SLC9A3	0	0.000660197	0	0	0.000228877	0	0	0	0
SLC9A3R1	0.384323018	0.180443792	0.191043343	0.129155929	0.099329533	0.147126097	0.137061774	0.222369754	0.24311904
SLC9A3R2	0.010828795	0.018867572	0.007358067	0.011865003	0.015023917	0.011412159	0.011601582	0.003642676	0.013429205
SLC9A5	0.000619606	0.00102882	0.000311187	0.00122518	0.000236974	0.001306011	0	0.001066223	0.000184594
SLC9A6	0.012158725	0.033202662	0.011356388	0.030476597	0.024598834	0.022832515	0.019370105	0.020381056	0.026664578
SLC9A7	0.023403394	0.05313724	0.068196247	0.047245328	0.081699425	0.065488994	0.07166349	0.043516373	0.057603022
SLC9A8	0.128414479	0.062702304	0.078496218	0.056171775	0.042475665	0.065240042	0.071705703	0.067655042	0.088143756
SLC9A9	0.044860045	0.286446326	0.052315328	0.173714306	0.075837236	0.105544555	0.031744963	0.081012125	0.054232525
SLC9B1	0.0029523	0.005641939	0.003983821	0.007998224	0.003181112	0.009146679	0.002055849	0.005346698	0.006596548
SLC9B2	0.034246252	0.015977623	0.035408993	0.010840268	0.014179916	0.026951038	0.045592696	0.022545355	0.028731999
SLC9C2	0	0.00062273	0.000260328	0.000180941	0.000203189	0.000212068	0	0.000817583	0
SLCO2A1	0	0	0	8.11E-05	0.000444475	0.000218704	0	0	0
SLCO2B1	0.039020916	0.913866405	0.254858012	0.82825746	0.528311664	0.55338455	0.163685459	0.11740069	0.280446155
SLCO3A1	0.115556538	0.065462363	0.052048315	0.042185267	0.033446874	0.038111368	0.046708201	0.109492551	0.056170049
SLCO4A1	0.121614904	0.09496942	0.096355442	0.048751519	0.060020776	0.061342869	0.065545472	0.085067051	0.094875826
SLCO4C1	0.003995877	0	0.00070016	0.000810286	0.001575736	0.001886432	0.000934466	0.000631783	0.002515245
SLCO5A1	0.001562524	0.000827858	0.001388555	0.000856936	0.000212689	0.000650432	0	0.002033502	0.00041017
SLF1	0.014902839	0.032514245	0.018235636	0.031423498	0.025573165	0.028847175	0.022068134	0.018808844	0.017772704
SLF2	0.022957833	0.067879865	0.03788239	0.066478376	0.060100751	0.04417719	0.04009617	0.047612582	0.046602787
SLFN11	0.184937039	0.217957496	0.125304127	0.117993324	0.070185941	0.10065332	0.074760201	0.114116084	0.137964104
SLFN12	0.019840603	0.037858793	0.026427291	0.047401342	0.029618573	0.028886406	0.018296076	0.04091543	0.024854771
SLFN12L	0.001750714	0.001629949	0.002185993	0.004609148	0.00248826	0.001091726	0	0.003093577	0.00143729
SLFN13	0.003959643	0.003865498	0.008010359	0.00926066	0.005151733	0.005962263	0.001373125	0.001702885	0.00750796
SLFN14	0	0	0	0.000120584	0	0	0	0	0
SLFN5	0.076770797	0.049107042	0.118050137	0.070043569	0.033609123	0.033948189	0.048346333	0.17956956	0.114988706
SLIRP	0.403884513	0.309980203	0.321225825	0.393305323	0.383645713	0.286698255	0.395636626	0.605734699	0.431478617
SLIT1	0.001938845	0.003875671	0.001358869	0.000926606	0.000869878	0.001610282	0.001247184	0.001882114	0.000459271
SLIT2	0	0	0	0.0002916	0.000540686	0.000426081	0	0	0
SLIT3	0.000492827	0.002741559	0.014014537	0.005144738	0.000604973	0.000913239	0.000732739	0.004068407	0.003752941
SLITRK4	0.005015577	0.018796848	0.005001305	0.004926814	0.000695261	0.006364023	0.002485857	0.004223418	0.004871846
SLITRK5	0.000176353	0	0	0	0	0	0	0	0
SLK	0.106935934	0.100292863	0.057159147	0.074273125	0.059928017	0.053197041	0.064937796	0.099507759	0.091240412
SLMAP	0.074836392	0.074388691	0.067942026	0.069379241	0.060737651	0.05219193	0.06534769	0.079355605	0.08194429
SLPI	0.013820984	0.003396239	0.020997697	0.015296542	0.001681315	0.001176729	0.004595354	0.010911581	0.009679782
SLTM	0.307755497	0.323037061	0.247755359	0.279402407	0.326971117	0.303747745	0.304474204	0.302799418	0.278600378
SLU7	0.135164543	0.146983964	0.119824528	0.14993487	0.168877007	0.142063796	0.144880351	0.179810383	0.175463125
SLX1A	0.00993179	0.007389577	0.006919851	0.006238762	0.003045031	0.003022423	0.002259135	0.007211637	0.008072013
SLX1B	0.049687376	0.031853907	0.028482755	0.022239489	0.020708122	0.017131379	0.029520788	0.035236109	0.025816143
SLX4	0.026110465	0.013940884	0.014313227	0.013643533	0.012440143	0.008232265	0.013051292	0.012499596	0.019702322
SLX4IP	0.013869615	0.031685958	0.0210329	0.027135411	0.028140367	0.025987977	0.024128678	0.010151454	0.024754745
SMAD1	0.008203168	0.010418518	0.008304395	0.016064497	0.011778097	0.00879225	0.010097106	0.015242262	0.00839108
SMAD2	0.115462359	0.170545047	0.109642694	0.14741446	0.138758412	0.143950537	0.128475857	0.163466107	0.159633485
SMAD3	0.147149222	0.06441107	0.041956539	0.022149948	0.021009756	0.037614981	0.050450408	0.086043858	0.033416609
SMAD4	0.03734167	0.062963783	0.031614469	0.043989331	0.032616446	0.030273434	0.027757417	0.046199482	0.045456392
SMAD5	0.022912192	0.091251175	0.035069105	0.071658448	0.061186433	0.054802172	0.038332373	0.024806177	0.04542749
SMAD6	0.00188924	0.003603298	0.004467256	0.005325504	0.004734082	0.001835448	0.006963132	0	0.005165943
SMAD7	0.080455273	0.048519384	0.070102408	0.060519325	0.039198367	0.054149793	0.082521415	0.085535669	0.077993366
SMAGP	0.015727022	0.023000426	0.017980577	0.010024075	0.005720151	0.007866024	0.007371657	0.009859677	0.014545522
SMAP1	0.200867895	0.203171533	0.203922492	0.233821034	0.247672357	0.185022735	0.223844384	0.260129452	0.253341549
SMAP2	0.775894051	0.952864196	0.516911375	0.632722146	0.981719544	1.239708907	1.18044778	0.703987689	0.520568805
SMARCA1	0.000262157	0.020184593	0.002691953	0.010449643	0.004399273	0.004683246	0.000510934	0.000817236	0.000834486
SMARCA2	0.107433567	0.212312437	0.125455294	0.198427551	0.195588149	0.239058606	0.185121916	0.127188042	0.162254114
SMARCA4	0.10276759	0.10568771	0.104423665	0.10901924	0.104995941	0.100320952	0.104858986	0.148063155	0.115839672
SMARCA5	0.269708584	0.27610855	0.28204406	0.253385634	0.295788374	0.299024845	0.320843604	0.32809415	0.262513348
SMARCAD1	0.014247055	0.048313307	0.026570199	0.04350881	0.03936618	0.035362735	0.023587961	0.026821976	0.024346264
SMARCAL1	0.013694345	0.032933228	0.024189661	0.038765008	0.0339899	0.032977356	0.027532087	0.027528646	0.034198925
SMARCB1	0.166935718	0.163058409	0.186515635	0.215502407	0.236640963	0.188678899	0.211651315	0.274527341	0.235136381
SMARCC1	0.143751675	0.149323867	0.126296953	0.143135729	0.21333062	0.1981158	0.214248453	0.168056344	0.140462511
SMARCC2	0.103749166	0.171073035	0.149053871	0.161950988	0.179958391	0.190013657	0.158699563	0.131754642	0.121716406
SMARCD1	0.051415437	0.07797767	0.04693267	0.070244987	0.082332397	0.065384431	0.070705601	0.072678142	0.066385408
SMARCD2	0.058941122	0.06346472	0.033376311	0.058835742	0.053340108	0.046455866	0.051401688	0.065266267	0.057187578
SMARCD3	0.166205797	0.024221808	0.026146288	0.032196998	0.048416274	0.052585474	0.100023094	0.087903022	0.076227955
SMARCE1	0.094673769	0.144340033	0.131969389	0.152877287	0.182695554	0.181710577	0.140081901	0.142120492	0.122179636
SMC1A	0.228302551	0.207615994	0.16874702	0.186132983	0.210068742	0.167057508	0.225517856	0.280323785	0.197203511
SMC1B	0	0	0	0.000246801	0.000549943	0	0.00049914	0	0
SMC2	0.014197151	0.070688095	0.048425764	0.071168423	0.084077007	0.076281646	0.064936108	0.042720972	0.041039157
SMC3	0.038896431	0.122870704	0.061652544	0.115808945	0.124081592	0.102931267	0.066118659	0.072136709	0.077254518
SMC4	0.053962713	0.10303863	0.079470197	0.094689057	0.081876741	0.083467147	0.065223729	0.077543221	0.073623978
SMC5	0.09732908	0.12253789	0.097088547	0.104406646	0.095907092	0.105587158	0.080391483	0.105615312	0.110430328
SMC6	0.029773696	0.063016012	0.036521486	0.063003775	0.073774163	0.056923415	0.051132924	0.050936726	0.045000015
SMCHD1	0.427438811	0.329162275	0.265620498	0.231664115	0.257411158	0.315824594	0.342134458	0.424960118	0.301754338
SMCO4	0.377985559	0.122880059	0.404829817	0.29214645	0.260153074	0.170545694	0.287008698	0.848603888	0.412799234
SMCR5	0	0.000159399	0	0.000127823	0	0	0	0	0.000143088
SMCR8	0.057059119	0.063664984	0.030593493	0.047565007	0.038722025	0.042252375	0.047325339	0.07214419	0.061873576
SMDT1	0.644645727	0.481203334	0.541858671	0.593484193	0.695210703	0.647026562	0.73306505	0.680282704	0.59393133
SMG1	0.248798179	0.28111357	0.22775653	0.203450594	0.191072325	0.222280929	0.244061482	0.325484272	0.226735673
SMG5	0.064743794	0.073929008	0.062614592	0.070803549	0.072109801	0.053036797	0.058605528	0.071736636	0.081036864
SMG6	0.028027346	0.038799697	0.030568304	0.041341974	0.036511016	0.028974715	0.031283436	0.032572374	0.03666047
SMG7	0.06265039	0.082563387	0.06256444	0.071353546	0.059891841	0.057630449	0.04447971	0.09760942	0.073949841
SMG8	0.00196882	0.015781076	0.005034374	0.016720306	0.020635583	0.010378253	0.008171879	0.005094913	0.009659618
SMG9	0.087347526	0.073460039	0.089756165	0.067336849	0.056590825	0.057735007	0.059812818	0.105288275	0.078374293
SMIM1	0.009961992	0.018867088	0.02139007	0.026847191	0.023765958	0.031916657	0.018975555	0.007875427	0.018069193
SMIM10	0.006279966	0.005355299	0.000680202	0.003200278	0.001278905	0.00048423	0.003327121	0.006842486	0.008452181
SMIM10L1	0.069702194	0.103006862	0.081872391	0.129611553	0.126951013	0.096106097	0.103762173	0.099606926	0.14574621
SMIM11A	0	0.000701928	0.001068375	0.000830392	0.000829415	0.000197133	0.000431039	0	0.001417778
SMIM11B	0	0.000982282	0	0.000394851	0.000925339	0.000889855	0	0	0
SMIM12	0.142820213	0.148037807	0.148433221	0.184639915	0.221111213	0.137811044	0.197924241	0.214029655	0.188861029
SMIM13	0.037913901	0.026918614	0.026328691	0.026099547	0.033779479	0.017308316	0.031115201	0.05404511	0.053476739
SMIM14	0.166311883	0.176679208	0.199383202	0.149096173	0.144973036	0.190592261	0.182190383	0.204085199	0.166381054
