	NK.c06.CD56brightCD16lo.CREM	NK.c04.CD56brightCD16lo.CCL3	NK.c05.CD56brightCD16lo.IL7R	NK.c03.CD56brightCD16lo.IL7R.RGS1lo	NK.c02.CD56brightCD16lo.GZMH	NK.c13.CD56dimCD16hi.NR4A3	NK.c12.CD56dimCD16hi.DNAJB1	NK.c10.CD56dimCD16hi.NFKBIA	NK.c07.CD56dimCD16hi.IL32	NK.c08.CD56dimCD16hi.CX3CR1	NK.c01.CD56brightCD16hi	NK.c09.CD56dimCD16hi.ZNF90	NK.c11.CD56dimCD16hi.MKI67
SLAIN2	0.154844692	0.131964809	0.151515152	0.261904762	0.155555556	0.157170577	0.164936563	0.188212928	0.13559322	0.128318584	0.090909091	0.056603774	0.333333333
SLAMF1	0.008344924	0	0	0.142857143	0	0.002293173	0.00153787	0.005703422	0.008474576	0.004424779	0	0	0
SLAMF6	0.15067223	0.263929619	0.151515152	0.19047619	0.244444444	0.182571882	0.328719723	0.378326996	0.338983051	0.473451327	0.246753247	0.150943396	0.285714286
SLAMF7	0.243393602	0.316715543	0.075757576	0.119047619	0.266666667	0.216440289	0.358323722	0.385931559	0.296610169	0.32300885	0.168831169	0.150943396	0.452380952
SLAMF8	0.013908206	0.014662757	0.015151515	0	0	0.003527959	0.006535948	0.011406844	0.008474576	0.004424779	0.025974026	0	0.047619048
SLAMF9	0	0	0	0	0	0	0	0	0	0	0	0	0
SLBP	0.771905424	0.24340176	0.181818182	0.238095238	0.266666667	0.43358617	0.613225682	0.347908745	0.279661017	0.261061947	0.051948052	0.056603774	2.357142857
SLC10A1	0.000927214	0	0	0	0	0.000352796	0	0	0	0	0	0	0
SLC10A2	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC10A3	0.355586463	0.164222874	0.196969697	0.119047619	0.2	0.307285235	0.23644752	0.174904943	0.177966102	0.185840708	0.025974026	0.056603774	0.5
SLC10A4	0	0.002932551	0	0	0	0.000176398	0	0	0	0	0	0	0
SLC10A5	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC10A6	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC10A7	0.050533148	0.041055718	0.03030303	0.095238095	0	0.044628682	0.043444829	0.045627376	0.033898305	0.066371681	0.077922078	0.018867925	0.047619048
SLC11A1	0.006026889	0	0.015151515	0	0	0.010583877	0.016916571	0.017110266	0.008474576	0.004424779	0.012987013	0	0
SLC11A2	0.022253129	0.020527859	0.015151515	0	0.044444444	0.021167754	0.023836986	0.034220532	0.025423729	0.030973451	0.012987013	0.018867925	0.095238095
SLC12A1	0.001390821	0	0	0	0	0.002469571	0.003844675	0.003802281	0	0	0	0	0
SLC12A2	0.083449235	0.052785924	0.090909091	0.047619048	0.022222222	0.042335509	0.038446751	0.049429658	0.016949153	0.013274336	0.051948052	0.037735849	0.047619048
SLC12A3	0	0	0	0	0	0	0.000384468	0	0	0	0	0	0
SLC12A4	0.027816412	0.014662757	0.015151515	0.047619048	0	0.010936673	0.01384083	0.005703422	0	0.008849558	0	0	0.023809524
SLC12A5	0.004636069	0	0	0	0	0.004586347	0.006535948	0	0	0	0	0	0
SLC12A6	0.085303662	0.090909091	0.075757576	0.119047619	0.022222222	0.060680896	0.065359477	0.064638783	0.076271186	0.097345133	0.246753247	0.018867925	0.095238095
SLC12A7	0.048215114	0.020527859	0.045454545	0.023809524	0.066666667	0.154171812	0.107650903	0.091254753	0.008474576	0.110619469	0.025974026	0.150943396	0.095238095
SLC12A8	0.014371813	0.005865103	0	0	0	0.000529194	0.00615148	0	0	0.008849558	0	0	0.023809524
SLC12A9	0.040333797	0.023460411	0.03030303	0.047619048	0.088888889	0.03016405	0.042291426	0.068441065	0.042372881	0.07079646	0.025974026	0.037735849	0.166666667
SLC13A1	0.000927214	0	0	0	0	0.000176398	0	0.001901141	0	0	0	0	0
SLC13A2	0	0	0	0	0	0.000176398	0	0	0	0	0	0	0
SLC13A3	0.002318034	0	0	0.023809524	0	0.000176398	0.000768935	0	0	0	0	0	0
SLC13A4	0	0	0.015151515	0	0	0.000352796	0	0	0	0	0	0	0
SLC13A5	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC14A1	0.003708855	0.011730205	0	0.023809524	0	0.012524255	0.014609765	0.013307985	0.025423729	0.008849558	0.012987013	0.018867925	0.023809524
SLC14A2	0.000463607	0.002932551	0	0	0	0.00088199	0.00153787	0	0	0.004424779	0	0	0
SLC14A2-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC15A1	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC15A2	0.000463607	0.002932551	0	0	0	0.001058388	0.00153787	0.003802281	0	0	0	0	0
SLC15A3	0.000927214	0.002932551	0	0	0.022222222	0.000705592	0.000768935	0.001901141	0	0	0	0	0
SLC15A4	0.233194251	0.11143695	0.03030303	0.023809524	0.088888889	0.532545422	0.382160707	0.33460076	0.186440678	0.199115044	0.090909091	0.132075472	0.261904762
SLC16A1	0.080203987	0.04398827	0.015151515	0	0.088888889	0.048685835	0.059207997	0.038022814	0.042372881	0.03539823	0.025974026	0	0.285714286
SLC16A1-AS1	0.018544274	0.026392962	0	0.023809524	0	0.014288234	0.016147636	0.017110266	0.025423729	0.030973451	0.064935065	0.018867925	0.023809524
SLC16A10	0.001854427	0	0	0	0	0.000176398	0.001153403	0	0	0	0	0	0
SLC16A11	0.013908206	0.011730205	0	0	0	0.015346622	0.014609765	0.036121673	0.016949153	0.048672566	0.012987013	0.037735849	0
SLC16A12	0.000463607	0	0	0	0	0	0	0	0	0	0	0	0
SLC16A12-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC16A13	0.012980992	0.023460411	0.03030303	0.142857143	0	0.011289469	0.021914648	0.017110266	0.025423729	0.030973451	0.012987013	0	0.047619048
SLC16A14	0.006490496	0.005865103	0.015151515	0	0.022222222	0.00088199	0.003460208	0.001901141	0	0.004424779	0	0	0.047619048
SLC16A2	0.000463607	0	0	0.095238095	0	0	0	0	0	0	0	0	0
SLC16A3	1.511358368	0.407624633	0.606060606	0.619047619	0.622222222	0.798200741	0.386774318	0.290874525	0.194915254	0.256637168	0.077922078	0.188679245	1.095238095
SLC16A4	0.002318034	0	0	0	0	0.000705592	0.001153403	0.001901141	0	0	0	0	0.023809524
SLC16A5	0.003708855	0.014662757	0.03030303	0	0	0.002116775	0.00307574	0.003802281	0.008474576	0.008849558	0	0	0
SLC16A6	0.009272137	0	0	0	0	0.020814959	0.016532103	0.034220532	0.042372881	0.097345133	0.012987013	0	0
SLC16A7	0.176170607	0.164222874	0.166666667	0.142857143	0.177777778	0.165637679	0.176855056	0.180608365	0.144067797	0.234513274	0.25974026	0.037735849	0.357142857
SLC16A8	0.006026889	0.008797654	0	0	0	0.00176398	0.00153787	0	0	0.004424779	0	0	0
SLC16A9	0.000927214	0	0	0	0	0.000176398	0.000384468	0	0	0	0	0	0
SLC17A1	0	0	0	0	0	0.000176398	0	0	0	0.004424779	0	0	0
SLC17A2	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC17A3	0.001390821	0	0	0	0	0.001058388	0.001922338	0.001901141	0	0.004424779	0	0	0
SLC17A4	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC17A5	0.028743625	0.029325513	0.075757576	0.071428571	0.022222222	0.045157876	0.073433295	0.064638783	0.042372881	0.044247788	0.038961039	0.018867925	0.119047619
SLC17A7	0	0	0	0	0	0	0.000384468	0	0	0	0	0	0
SLC17A8	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC17A9	0.028743625	0.035190616	0.045454545	0.047619048	0	0.010760275	0.013456363	0.020912548	0.016949153	0.008849558	0.025974026	0	0.095238095
SLC18A1	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC18A2	0.000463607	0	0	0	0	0.000529194	0.001153403	0.003802281	0	0	0	0	0
SLC18A3	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC18B1	0.014371813	0.005865103	0	0	0.044444444	0.004233551	0.006535948	0.013307985	0.008474576	0	0.038961039	0	0
SLC19A1	0.01622624	0.008797654	0	0	0.022222222	0.003880755	0.00461361	0.005703422	0	0	0.012987013	0	0.238095238
SLC19A2	0.071395457	0.017595308	0.090909091	0.166666667	0.066666667	0.043393897	0.060745867	0.034220532	0.008474576	0.026548673	0.025974026	0	0.119047619
SLC19A3	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC1A1	0.005563282	0	0	0	0	0.000352796	0	0	0	0	0	0	0
SLC1A2	0.000463607	0	0	0	0	0	0	0	0	0	0	0	0
SLC1A3	0.002318034	0	0.015151515	0	0	0.00088199	0.004998078	0	0.008474576	0	0	0	0
SLC1A4	0.15948076	0.049853372	0.136363636	0.142857143	0.044444444	0.192802963	0.071895425	0.053231939	0.033898305	0.044247788	0.155844156	0	0.785714286
SLC1A5	0.61149745	0.217008798	0.606060606	0.166666667	0.111111111	0.371141295	0.450211457	0.382129278	0.237288136	0.287610619	0.103896104	0.075471698	1.047619048
SLC1A6	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC1A7	0.000463607	0	0	0	0	0.046745458	0.049596309	0.053231939	0.127118644	0.115044248	0	0.018867925	0.19047619
SLC20A1	0.243393602	0.184750733	0.257575758	0.357142857	0.177777778	0.284529899	0.471741638	0.427756654	0.279661017	0.42920354	0.337662338	0.113207547	1.047619048
SLC20A2	0.06351414	0.052785924	0.03030303	0.071428571	0.066666667	0.056976539	0.055363322	0.047528517	0.050847458	0.039823009	0.025974026	0	0.19047619
SLC22A1	0.000463607	0	0	0	0	0.000529194	0.001153403	0	0	0	0	0.018867925	0
SLC22A10	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC22A11	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC22A12	0.000927214	0	0	0	0	0.000176398	0.000384468	0.001901141	0	0	0	0	0
SLC22A13	0.000463607	0	0	0	0	0	0.000384468	0	0	0	0	0	0
SLC22A14	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC22A15	0.012517385	0.005865103	0.015151515	0	0.022222222	0.007055918	0.006920415	0.007604563	0	0.008849558	0.025974026	0	0.023809524
SLC22A16	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC22A17	0.002781641	0	0	0	0	0.002822367	0.002306805	0.001901141	0	0.004424779	0	0	0
SLC22A18	0.044042652	0.046920821	0	0	0.044444444	0.056976539	0.056516724	0.053231939	0.076271186	0.07079646	0	0.037735849	0.047619048
SLC22A18AS	0.002781641	0	0	0	0	0.001234786	0.004998078	0.001901141	0	0	0.012987013	0	0.071428571
SLC22A2	0.000463607	0.002932551	0	0	0	0.000352796	0	0	0	0	0	0	0
SLC22A23	0.000463607	0	0	0.023809524	0	0	0	0	0	0	0	0	0
SLC22A24	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC22A25	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC22A3	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC22A31	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC22A4	0.000927214	0	0	0	0	0.000176398	0.001153403	0	0	0	0	0	0
SLC22A5	0.021325916	0.020527859	0.015151515	0.023809524	0.022222222	0.01464103	0.020761246	0.030418251	0.033898305	0.030973451	0	0.018867925	0.023809524
SLC22A6	0.003245248	0	0	0	0	0.000176398	0.000384468	0	0	0	0	0	0
SLC22A7	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC22A8	0.001854427	0	0	0	0	0.000352796	0.000768935	0	0	0	0	0	0
SLC22A9	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC23A1	0.000463607	0	0	0	0	0.000176398	0	0.001901141	0	0	0	0	0
SLC23A2	0.057023644	0.06744868	0.045454545	0	0.022222222	0.041806315	0.040753556	0.032319392	0.050847458	0.03539823	0.012987013	0	0.047619048
SLC23A3	0.000927214	0	0	0	0	0.001058388	0.00153787	0	0	0.004424779	0.012987013	0	0
SLC24A1	0.013908206	0.002932551	0.015151515	0	0.044444444	0.00952549	0.00768935	0.005703422	0.016949153	0.008849558	0	0	0
SLC24A2	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC24A3	0.004172462	0.005865103	0	0	0	0.000176398	0.000384468	0	0	0	0	0	0
SLC24A4	0	0	0	0	0	0	0.00153787	0	0	0	0	0	0
SLC24A5	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC25A1	0.181270283	0.093841642	0.121212121	0.119047619	0.088888889	0.158228965	0.144944252	0.19581749	0.177966102	0.17699115	0.038961039	0.075471698	0.785714286
SLC25A10	0.007881317	0	0.015151515	0	0	0.005644735	0.008073818	0.013307985	0	0	0	0	0.071428571
SLC25A11	0.196569309	0.129032258	0.166666667	0.285714286	0.155555556	0.176045158	0.215301807	0.228136882	0.237288136	0.287610619	0.077922078	0.188679245	0.928571429
SLC25A12	0.091330552	0.076246334	0.106060606	0.119047619	0.155555556	0.072852355	0.08035371	0.117870722	0.093220339	0.084070796	0.077922078	0.056603774	0.166666667
SLC25A13	0.049605934	0.076246334	0.03030303	0.166666667	0.044444444	0.040571529	0.045367166	0.038022814	0.059322034	0.030973451	0.064935065	0.056603774	0.071428571
SLC25A14	0.030134446	0.035190616	0.045454545	0.023809524	0.022222222	0.026988887	0.027681661	0.030418251	0.042372881	0.030973451	0.025974026	0.018867925	0.166666667
SLC25A15	0.018080668	0.023460411	0.015151515	0	0	0.010760275	0.0153787	0.017110266	0.008474576	0.030973451	0.025974026	0	0.095238095
SLC25A16	0.066295781	0.052785924	0.015151515	0	0.066666667	0.063326865	0.059976932	0.049429658	0.025423729	0.075221239	0.025974026	0.037735849	0.142857143
SLC25A17	0.049142327	0.049853372	0.015151515	0.095238095	0.066666667	0.047274652	0.07420223	0.058935361	0.008474576	0.061946903	0.012987013	0	0.357142857
SLC25A18	0	0	0	0	0	0.000176398	0	0	0	0	0	0	0
SLC25A19	0.060732499	0.032258065	0.015151515	0.023809524	0.044444444	0.047980243	0.059976932	0.02661597	0.016949153	0.03539823	0.025974026	0.018867925	0.261904762
SLC25A2	0	0	0	0	0.022222222	0.000176398	0	0	0	0.004424779	0	0	0
SLC25A20	0.122855818	0.11143695	0.060606061	0.095238095	0.133333333	0.2155583	0.246059208	0.285171103	0.322033898	0.318584071	0.142857143	0.150943396	0.452380952
SLC25A21	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC25A21-AS1	0	0	0.015151515	0	0	0	0	0	0	0	0	0	0
SLC25A22	0.057487251	0.038123167	0.03030303	0.023809524	0.022222222	0.047980243	0.060745867	0.100760456	0.050847458	0.075221239	0.012987013	0.056603774	0.214285714
SLC25A23	0.009735744	0.014662757	0.015151515	0	0	0.012524255	0.013456363	0.011406844	0.008474576	0.022123894	0	0	0
SLC25A24	0.100139082	0.093841642	0.090909091	0.142857143	0.088888889	0.064385253	0.074586697	0.068441065	0.076271186	0.075221239	0.116883117	0.037735849	0.428571429
SLC25A25	0.055632823	0.061583578	0	0.166666667	0.066666667	0.058387723	0.097654748	0.066539924	0.033898305	0.088495575	0.064935065	0	0.30952381
SLC25A25-AS1	0.002318034	0	0	0	0	0.001940377	0.002306805	0.001901141	0	0.004424779	0	0	0
SLC25A26	0.119146963	0.114369501	0.060606061	0.19047619	0.044444444	0.114482272	0.107650903	0.100760456	0.101694915	0.137168142	0.090909091	0.056603774	0.19047619
SLC25A27	0.000463607	0.002932551	0	0	0	0.000352796	0.000384468	0	0	0.004424779	0	0	0
SLC25A28	0.01483542	0.014662757	0	0.023809524	0	0.013582642	0.014994233	0.017110266	0	0.022123894	0.012987013	0.018867925	0.023809524
SLC25A29	0.016689847	0.002932551	0.045454545	0.047619048	0	0.019932969	0.021530181	0.022813688	0.025423729	0.004424779	0.012987013	0.018867925	0.095238095
SLC25A3	2.434399629	0.964809384	1.015151515	0.904761905	1.422222222	1.851472923	1.715109573	1.488593156	1.203389831	1.340707965	0.441558442	0.660377358	5.380952381
SLC25A30	0.028280019	0.023460411	0.03030303	0	0.022222222	0.01375904	0.019223376	0.011406844	0.008474576	0.017699115	0	0.056603774	0.023809524
SLC25A30-AS1	0.001390821	0	0	0	0	0.00088199	0.001153403	0.001901141	0	0	0	0	0
SLC25A32	0.299026426	0.146627566	0.151515152	0.166666667	0.133333333	0.203034045	0.212995002	0.199619772	0.144067797	0.150442478	0.168831169	0.037735849	0.285714286
SLC25A33	0.22902179	0.06744868	0.090909091	0.071428571	0.022222222	0.163697301	0.174163783	0.16730038	0.042372881	0.097345133	0.064935065	0.075471698	0.380952381
SLC25A34	0.000463607	0	0.015151515	0	0	0.000352796	0	0	0	0	0	0	0
SLC25A35	0.018080668	0.017595308	0.015151515	0.071428571	0.022222222	0.02240254	0.027681661	0.043726236	0.050847458	0.03539823	0.012987013	0	0.142857143
SLC25A36	0.29253593	0.164222874	0.242424242	0.30952381	0.111111111	0.183101076	0.199154171	0.184410646	0.118644068	0.159292035	0.142857143	0.094339623	0.476190476
SLC25A37	0.059805285	0.041055718	0.03030303	0.023809524	0.066666667	0.035279591	0.042291426	0.017110266	0.016949153	0.044247788	0.051948052	0.056603774	0.238095238
SLC25A38	0.224849328	0.158357771	0.227272727	0.30952381	0.244444444	0.188569413	0.240292195	0.231939163	0.177966102	0.230088496	0.103896104	0.132075472	0.357142857
SLC25A39	0.453871117	0.296187683	0.393939394	0.761904762	0.377777778	0.234609279	0.249519416	0.279467681	0.245762712	0.340707965	0.064935065	0.20754717	1.19047619
SLC25A4	0.108484006	0.061583578	0.03030303	0.023809524	0.066666667	0.261774563	0.321799308	0.207224335	0.110169492	0.132743363	0.038961039	0.018867925	0.333333333
SLC25A40	0.095503013	0.070381232	0.075757576	0.357142857	0.066666667	0.070206386	0.099961553	0.066539924	0.059322034	0.137168142	0.077922078	0.075471698	0.261904762
SLC25A41	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC25A42	0.030598053	0.058651026	0.045454545	0.023809524	0.044444444	0.040571529	0.065743945	0.074144487	0.076271186	0.075221239	0.064935065	0	0.023809524
SLC25A43	0.057487251	0.046920821	0.015151515	0.095238095	0.044444444	0.033868407	0.046905037	0.05513308	0.033898305	0.030973451	0.038961039	0.018867925	0.071428571
SLC25A44	0.092721372	0.06744868	0.015151515	0.071428571	0.111111111	0.079731875	0.062283737	0.053231939	0.050847458	0.022123894	0.103896104	0.018867925	0.095238095
SLC25A45	0.073249884	0.08797654	0.196969697	0.214285714	0.111111111	0.067913212	0.085736255	0.079847909	0.06779661	0.159292035	0.12987013	0.075471698	0.214285714
SLC25A46	0.137691238	0.143695015	0.121212121	0.166666667	0.088888889	0.095607691	0.110726644	0.102661597	0.13559322	0.159292035	0.142857143	0.037735849	0.285714286
SLC25A47	0.000463607	0	0	0	0	0	0	0	0	0	0	0	0
SLC25A48	0.000927214	0	0	0	0	0	0.000768935	0	0	0	0	0	0
SLC25A5	2.03987019	0.917888563	1.606060606	1.214285714	1.622222222	1.545246075	1.62591311	1.365019011	0.745762712	1.044247788	0.155844156	0.905660377	9.785714286
SLC25A51	0.069541029	0.023460411	0.075757576	0.119047619	0.066666667	0.06985359	0.062668205	0.058935361	0.076271186	0.053097345	0.051948052	0.018867925	0
SLC25A52	0	0	0	0	0	0.000352796	0	0	0	0	0	0	0
SLC25A53	0.060268892	0.052785924	0.045454545	0	0.088888889	0.053977774	0.060745867	0.087452471	0.076271186	0.07079646	0.038961039	0.037735849	0.071428571
SLC25A6	2.03106166	1.225806452	2.454545455	2.023809524	2.044444444	1.729758335	1.608612072	1.574144487	1.516949153	1.526548673	0.519480519	1.018867925	5.357142857
SLC26A1	0.001854427	0.002932551	0	0	0	0.001234786	0.003460208	0.003802281	0	0.004424779	0	0	0
SLC26A10	0.000463607	0.002932551	0	0	0	0.000176398	0	0	0	0	0	0	0
SLC26A11	0.010662958	0.020527859	0.015151515	0	0	0.009349092	0.009996155	0.009505703	0.016949153	0.013274336	0	0	0.023809524
SLC26A2	0.041261011	0.023460411	0	0	0.044444444	0.056976539	0.053440984	0.057034221	0.033898305	0.057522124	0.077922078	0.018867925	0.166666667
SLC26A3	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC26A4	0	0	0	0	0	0	0	0	0	0.004424779	0	0	0
SLC26A4-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC26A5	0.000463607	0	0	0	0	0.000176398	0	0	0	0	0	0	0
SLC26A6	0.025961984	0.020527859	0.03030303	0	0.022222222	0.019580173	0.017301038	0.034220532	0.033898305	0.013274336	0.025974026	0	0.19047619
SLC26A7	0	0	0	0	0	0.000529194	0	0	0	0	0	0	0
SLC26A8	0	0	0	0	0	0.000529194	0.000768935	0	0	0	0	0	0
SLC26A9	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC27A1	0.020862309	0.014662757	0.03030303	0.023809524	0	0.014817428	0.016147636	0.030418251	0	0.022123894	0.012987013	0	0
SLC27A2	0.078813166	0.026392962	0.03030303	0.023809524	0.177777778	0.005821132	0.00922722	0.001901141	0	0	0.038961039	0	0.428571429
SLC27A3	0.09596662	0.076246334	0.136363636	0.023809524	0.2	0.125418945	0.133025759	0.148288973	0.296610169	0.190265487	0.077922078	0.056603774	0.261904762
SLC27A4	0.012053778	0.017595308	0	0	0.044444444	0.010936673	0.01076509	0.011406844	0.025423729	0.013274336	0	0	0.119047619
SLC27A5	0.044969866	0.029325513	0.03030303	0.047619048	0.022222222	0.025224907	0.031526336	0.019011407	0.025423729	0.088495575	0.038961039	0	0.166666667
SLC27A6	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC28A1	0	0	0	0	0	0.000352796	0	0	0	0	0	0	0
SLC28A2	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC28A3	0	0	0	0	0	0.000705592	0.000384468	0	0	0	0	0	0
SLC29A1	0.050069541	0.005865103	0	0	0.022222222	0.011113071	0.020376778	0.009505703	0.008474576	0.017699115	0	0	0.238095238
SLC29A2	0.004172462	0.002932551	0	0	0	0.003351561	0.002691273	0.001901141	0.008474576	0	0	0	0
SLC29A3	0.032916087	0.029325513	0.015151515	0.023809524	0.022222222	0.027518081	0.029988466	0.030418251	0.042372881	0.048672566	0.051948052	0.018867925	0
SLC29A4	0.001854427	0	0	0	0	0.000529194	0.000768935	0	0	0.004424779	0	0	0
SLC2A1	0.078813166	0.052785924	0.03030303	0	0.044444444	0.080261069	0.093425606	0.1121673	0.06779661	0.092920354	0.025974026	0.037735849	0.261904762
SLC2A1-AS1	0.002318034	0	0	0	0	0.003704357	0.003460208	0.007604563	0	0.004424779	0	0	0
SLC2A10	0.002781641	0.005865103	0	0	0	0.000529194	0.000768935	0.003802281	0.008474576	0.004424779	0	0	0
SLC2A11	0.051460362	0.052785924	0.03030303	0.095238095	0.022222222	0.034573999	0.031141869	0.02851711	0	0.044247788	0.012987013	0.056603774	0.023809524
SLC2A12	0.000463607	0	0	0	0	0.000176398	0	0	0	0	0	0	0
SLC2A13	0.064904961	0.08797654	0.045454545	0.023809524	0.088888889	0.034044805	0.045367166	0.045627376	0	0.053097345	0.064935065	0	0.071428571
SLC2A14	0.000927214	0	0	0	0	0.000176398	0.000768935	0	0	0	0	0	0
SLC2A2	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC2A3	1.98516458	1.04398827	0.46969697	0.333333333	0.466666667	1.612630093	1.688965782	1.296577947	0.406779661	0.752212389	0.636363636	0.264150943	1.285714286
SLC2A4	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC2A4RG	0.064441354	0.06744868	0	0.047619048	0.044444444	0.062797672	0.082276048	0.102661597	0.144067797	0.084070796	0.025974026	0.018867925	0.285714286
SLC2A5	0.000927214	0	0	0	0	0	0	0	0	0	0	0	0
SLC2A6	0.010199351	0.020527859	0	0.023809524	0	0.013406244	0.020761246	0.017110266	0.016949153	0.030973451	0.012987013	0.018867925	0.071428571
SLC2A7	0.000463607	0	0	0	0	0	0	0	0	0	0	0	0
SLC2A8	0.046360686	0.029325513	0	0	0.088888889	0.048509437	0.056132257	0.045627376	0.050847458	0.048672566	0.038961039	0	0.166666667
SLC2A9	0.002318034	0	0	0	0.022222222	0.001058388	0.002691273	0.007604563	0	0.004424779	0	0	0
SLC30A1	0.045433472	0.011730205	0.015151515	0.023809524	0.022222222	0.027165285	0.047673972	0.019011407	0.008474576	0.030973451	0.025974026	0	0.071428571
SLC30A10	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC30A2	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC30A3	0.001390821	0	0	0	0	0.000176398	0	0	0	0	0	0	0
SLC30A4	0.034306908	0.020527859	0	0.023809524	0.066666667	0.036514376	0.033448674	0.038022814	0.008474576	0.030973451	0.038961039	0	0.047619048
SLC30A5	0.171070932	0.085043988	0.106060606	0.119047619	0	0.16210972	0.135332564	0.192015209	0.13559322	0.132743363	0.194805195	0.075471698	0.238095238
SLC30A6	0.053778396	0.064516129	0.03030303	0.142857143	0.088888889	0.041453519	0.056132257	0.068441065	0.06779661	0.092920354	0.103896104	0.018867925	0.095238095
SLC30A7	0.141400093	0.108504399	0.106060606	0.071428571	0.155555556	0.117481037	0.124183007	0.131178707	0.050847458	0.075221239	0.194805195	0.113207547	0.166666667
SLC30A8	0	0	0	0	0	0.000529194	0.000384468	0.001901141	0.008474576	0	0	0	0
SLC30A9	0.126564673	0.085043988	0.151515152	0.142857143	0.088888889	0.097195273	0.103421761	0.123574144	0.144067797	0.10619469	0.142857143	0.075471698	0.30952381
SLC31A1	0.050996755	0.032258065	0.075757576	0.095238095	0.022222222	0.044981478	0.046905037	0.02851711	0.016949153	0.030973451	0.012987013	0.037735849	0.142857143
SLC31A2	0.019007881	0.008797654	0	0	0.022222222	0.01640501	0.018069973	0.019011407	0.016949153	0.008849558	0.025974026	0	0
SLC32A1	0.003708855	0	0	0	0	0.001411184	0.002691273	0	0	0	0	0	0
SLC33A1	0.069077422	0.073313783	0.060606061	0.119047619	0.133333333	0.050097019	0.0757401	0.095057034	0.084745763	0.128318584	0.116883117	0.037735849	0.095238095
SLC34A1	0.000927214	0	0	0	0	0.001940377	0.000384468	0.001901141	0	0.004424779	0	0	0
SLC34A2	0.000463607	0	0	0	0.022222222	0.000176398	0	0	0	0	0	0	0
SLC34A3	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC35A1	0.05470561	0.052785924	0.090909091	0.071428571	0.044444444	0.062268478	0.071510957	0.081749049	0.093220339	0.092920354	0.077922078	0.037735849	0.238095238
SLC35A2	0.051923968	0.032258065	0.03030303	0.023809524	0.066666667	0.039865938	0.051518647	0.057034221	0.016949153	0.053097345	0	0.037735849	0.071428571
SLC35A3	0.093184979	0.082111437	0.060606061	0.095238095	0.022222222	0.089786558	0.098039216	0.136882129	0.084745763	0.10619469	0.142857143	0.018867925	0.119047619
SLC35A4	0.115901715	0.079178886	0.060606061	0.095238095	0.066666667	0.14482272	0.144944252	0.174904943	0.152542373	0.199115044	0.064935065	0.056603774	0.523809524
SLC35A5	0.052387575	0.058651026	0.015151515	0	0.044444444	0.055565355	0.048058439	0.070342205	0.084745763	0.026548673	0.051948052	0.056603774	0.023809524
SLC35B1	0.161798795	0.105571848	0.090909091	0.047619048	0.177777778	0.15346622	0.16839677	0.169201521	0.161016949	0.150442478	0.038961039	0.113207547	0.642857143
SLC35B2	0.093648586	0.093841642	0.060606061	0.119047619	0.066666667	0.086787793	0.154171473	0.150190114	0.076271186	0.172566372	0.038961039	0.094339623	0.404761905
SLC35B3	0.070468243	0.061583578	0.060606061	0.119047619	0.044444444	0.051155407	0.072279892	0.081749049	0.033898305	0.115044248	0.090909091	0.018867925	0.166666667
SLC35B4	0.032916087	0.073313783	0.060606061	0.047619048	0	0.03016405	0.043444829	0.041825095	0.042372881	0.048672566	0.077922078	0.018867925	0.071428571
