	NK.c01.CD56brightCD16hi	NK.c02.CD56brightCD16lo.GZMH	NK.c03.CD56brightCD16lo.IL7R.RGS1lo	NK.c04.CD56brightCD16lo.CCL3	NK.c05.CD56brightCD16lo.IL7R	NK.c06.CD56brightCD16lo.CREM	NK.c07.CD56dimCD16hi.IL32	NK.c08.CD56dimCD16hi.CX3CR1	NK.c09.CD56dimCD16hi.ZNF90	NK.c10.CD56dimCD16hi.NFKBIA	NK.c11.CD56dimCD16hi.MKI67	NK.c12.CD56dimCD16hi.DNAJB1	NK.c13.CD56dimCD16hi.NR4A3
NPAS1	0	0	0	0	0	0.000454622	0	0	0	0.005026818	0	0.001120384	0.000495786
TMEM160	0.149639165	0.139794859	0.279424564	0.299827984	0.283430199	0.252448357	0.465417054	0.426420968	0.45858913	0.370095279	0.515475532	0.284416449	0.357717049
ZC3H4	0.052283906	0.078848979	0.077511266	0.046985632	0.034097332	0.036440886	0.022244662	0.07311814	0.060792317	0.044407112	0.054339848	0.042445947	0.041306626
SAE1	0.113162694	0.218991862	0.170710421	0.173717834	0.31851468	0.122823843	0.18281873	0.186150821	0.113161971	0.175888965	0.560504558	0.146842021	0.130596684
BBC3	0	0.058553533	0.050125408	0.188960308	0.336010391	0.053826223	0.042830542	0.078899273	0.068434277	0.080505387	0.040342683	0.117434109	0.078520334
CCDC9	0.026269211	0	0	0.05864388	0.008061869	0.06938009	0.080690081	0.034737932	0.061622367	0.03297423	0.052470019	0.059205198	0.079288274
INAFM1	0	0	0	0.018827186	0	0.033997942	0.019673349	0.007416534	0	0.018962205	0.079706175	0.017924844	0.021532373
C5AR1	0	0	0	0.015336772	0	0.004893822	0.019432657	0.005092937	0	0.003442084	0	0.010476085	0.0071257
C5AR2	0	0	0	0	0	0	0	0	0	0	0	0.001016886	0.00014745
DHX34	0.07952404	0	0.045207216	0.024856156	0.037339139	0.017903626	0.020634296	0.00475508	0.096931099	0.011649097	0.01324418	0.022237332	0.016927768
MEIS3	0	0	0	0	0	0	0	0	0	0	0	0	0.000114623
SLC8A2	0	0	0	0	0	0	0	0	0	0	0	0	0
KPTN	0	0	0.033180256	0.012669141	0.023626462	0.007464615	0.026046428	0.017386621	0.05729106	0.004815989	0.037968989	0.012787154	0.007100691
NAPA-AS1	0.050185138	0	0	0.010616489	0	0.011829307	0	0.013353543	0	0.007875973	0.010751619	0.009121708	0.010450096
NAPA	0.877840212	0.492670824	0.32777808	0.472041728	0.470133418	0.545601181	0.691896002	0.591727059	1.229145626	0.627437215	0.54541913	0.565704669	0.711051983
ZNF541	0.025066458	0	0	0.003715452	0	0.002796237	0	0	0	0	0	0.000731463	0.001592191
CTD-3001H11.2	0.022996531	0	0.035429855	0.024707649	0	0.005299302	0.013349474	0	0	0.00587393	0	0.003033245	0.005515197
GLTSCR1	0.123613147	0.019319769	0.031921157	0.037051071	0.01252113	0.022473063	0.058383826	0.033362255	0.049465769	0.027905757	0.007409265	0.020320583	0.024924863
GLTSCR1-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0
EHD2	0	0	0	0	0	0	0	0	0	0	0	0	0
GLTSCR2	0.902140853	0.946279442	1.651643255	1.108896632	2.193717797	1.119962653	1.115404733	1.008197836	1.11390352	1.126531287	0.681115397	1.062141851	1.19160404
GLTSCR2-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0
SEPW1	0.353009344	0.700767796	0.512643479	0.642186989	0.439647667	0.687772829	1.261679889	1.027966141	1.551685736	0.819235421	1.128595426	0.964600368	0.846852619
CRX	0	0	0	0	0	0	0	0	0	0	0	0	0
ELSPBP1	0	0	0	0	0	0	0	0	0	0	0	0	0
CABP5	0	0	0	0	0	0	0	0	0	0	0	0	0
PLA2G4C	0	0	0.122148449	0.002341046	0	0.005209974	0	0	0.018932665	0.008071503	0	0.004396612	0.001412058
PLA2G4C-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0
LIG1	0.057002302	0.035987101	0.056392193	0.08156378	0.069245649	0.068571014	0.137378644	0.097280722	0.122574234	0.066670275	0.419617419	0.066048115	0.063342363
CTC-453G23.5	0	0	0	0	0	0	0	0	0	0	0	0	0
C19orf68	0	0.012460316	0	0.027581557	0	0.006978447	0.00779326	0.013252328	0.031136149	0.024463403	0.033389552	0.012302119	0.012307184
ZNF114	0	0	0	0.003346307	0	0.000809186	0	0	0	0	0	0	0
CARD8	0.387049371	0.139913809	0.374660053	0.257791062	0.156291185	0.125527887	0.134352239	0.256855238	0.0370377	0.241443699	0.187336366	0.19151263	0.174208301
CTC-453G23.8	0	0	0	0.0028887	0	0.001388881	0.021140847	0.004538163	0	0	0	0.000207878	0.000643878
CARD8-AS1	0.102352265	0.01324722	0.055256083	0.042083989	0.06680975	0.037629538	0.101151893	0.089401163	0.023448598	0.124890193	0.06619938	0.124620998	0.078092456
CTC-241F20.4	0	0	0	0	0	0	0	0.006594832	0	0	0	0	0
CCDC114	0	0	0	0	0	0.00038648	0	0.003343764	0	0.002184831	0.024178988	0.000859178	0.001934585
EMP3	0.503354458	2.289058114	1.187402141	0.765349562	1.718680219	0.908278093	2.686792571	2.605425408	2.055156729	2.176784789	2.644891821	1.887928798	1.794710971
TMEM143	0.033226022	0.046759758	0	0.015010042	0.029261253	0.012781302	0.045884589	0.023999086	0	0.02072109	0.01670625	0.011885277	0.011481455
SYNGR4	0	0	0	0	0	0	0	0	0	0	0	0.000177616	0.00046733
KDELR1	0.15809054	0.446613854	0.355887702	0.327326203	0.480468665	0.298820986	0.449288087	0.310432987	0.365874282	0.352933131	0.510462884	0.343804178	0.319492097
GRIN2D	0	0	0	0	0	0	0	0	0	0	0	0	0.000468085
GRWD1	0.11105897	0	0.052967104	0.066280487	0.038280877	0.114555611	0.053203428	0.097285101	0.122369066	0.06493164	0.086162089	0.069260135	0.080037821
KCNJ14	0	0	0	0.007375038	0	0.001560342	0	0.002794439	0	0.002743813	0	0.000309718	0.000610572
CTC-273B12.5	0	0	0	0	0	0	0	0	0	0	0	0	0
CYTH2	0.190358296	0.062998121	0.040681049	0.138473146	0.068653288	0.124585377	0.088002848	0.072243817	0.133335679	0.110119181	0.102664116	0.09711849	0.105138302
LMTK3	0	0	0	0.002797337	0	0.000468117	0	0	0	0.001537862	0	0.001294684	0.000159217
CTC-273B12.10	0	0	0	0	0	0	0	0	0	0	0	0.00055502	0.00048454
SULT2B1	0	0	0	0	0	0.000141294	0	0	0	0	0	0	0.00016479
FAM83E	0	0	0	0	0	0.001273952	0	0	0	0	0	0.00067124	0.000212157
RPL18	2.992805999	9.674007187	11.76119517	8.305704244	13.31863595	8.972504644	8.818845831	7.314489273	10.70594176	7.795115199	6.266650011	7.380052337	8.037015223
AC022154.7	0	0	0	0	0	0	0	0	0	0.001496421	0	0.00178179	0.000387366
SPHK2	0.051656693	0.043295837	0.054343217	0.045942506	0.086586798	0.043967303	0.034030822	0.086160204	0.018932665	0.03805393	0.059818935	0.060856273	0.041380719
DBP	0.045927295	0.016903312	0	0.040131631	0.065046447	0.025711276	0.101544133	0.039600367	0	0.029092087	0.084606629	0.086387177	0.021917302
CA11	0	0.040370937	0.056746661	0.020420064	0.018303935	0.014334038	0.01515159	0.04255631	0.075784121	0.034390359	0.012320525	0.035396039	0.033463011
NTN5	0	0	0	0	0	0	0	0	0	0	0	0	0.000243445
FUT2	0	0	0	0	0	0	0.018203828	0	0	0	0	0	0.000309645
MAMSTR	0	0.018214196	0	0.005912218	0	0.011069371	0.006237701	0.006334553	0	0.00609955	0.015677764	0.013975256	0.006271435
RASIP1	0	0	0	0.003766912	0	0.000798182	0	0	0.028031263	0	0	0.000995925	0.002104732
IZUMO1	0	0	0	0	0	0	0	0	0	0	0	0	0.000129401
FUT1	0	0	0	0	0	0.000594893	0	0	0	0	0	0	0
BCAT2	0.042880379	0.018214196	0.098215601	0.088299987	0.056693565	0.047880271	0.042360467	0.066236167	0.069776424	0.04106364	0.106427743	0.03567309	0.033461448
HSD17B14	0	0	0	0	0	0.000828688	0	0	0	0	0	0.001624406	0.000954682
PLEKHA4	0	0.012460316	0	0.015808717	0	0.001369925	0	0.00613962	0	0.004558448	0.006792206	0.008821147	0.005196341
PPP1R15A	0.201273059	0.372502507	0.239490506	1.028743572	1.730592278	1.380264742	0.273169253	0.267856764	0.375863931	1.31738134	0.382268927	2.678049822	0.490358682
TULP2	0	0	0	0.003881143	0	0	0	0	0	0	0	0	0
NUCB1	0.190995027	0.436753996	0.550127837	0.33719427	0.296851001	0.374233213	0.640421492	0.629647048	0.750605336	0.616960162	0.665323357	0.560921012	0.539776937
NUCB1-AS1	0	0	0	0	0	0.000190966	0	0.003754469	0	0	0	0.000563347	0.000379218
DHDH	0	0	0	0.006328588	0	0.000620232	0.006400247	0	0	0	0	0.004895469	0.001805487
BAX	0.200102265	0.747106819	0.722135602	0.859358647	0.826168031	0.498953251	0.701523805	0.785549665	1.210541058	0.737956813	1.323479798	0.687252484	0.640115431
CTD-2639E6.9	0	0	0	0	0	0	0	0	0	0	0	0	0
FTL	2.781592463	5.515092037	4.400987495	5.144525386	5.033349228	4.933951245	6.657392913	6.190563389	8.76707641	6.52619521	4.063575506	7.675287501	6.771573623
GYS1	0.094259075	0.087655385	0.061758015	0.056193752	0	0.030753834	0.052364952	0.053302833	0	0.034450082	0.017276467	0.03888652	0.032948458
RUVBL2	0.077409213	0.103046018	0.134197174	0.100425552	0.082909853	0.123690498	0.115248786	0.142209143	0.092368975	0.094052778	0.573477845	0.136491629	0.112542413
LHB	0	0	0	0	0	0	0	0	0	0	0	0	0.000115452
CTB-60B18.10	0	0	0	0	0	0.000296728	0	0	0	0	0	0	0
CGB	0	0	0	0	0	0	0	0	0	0	0	0	0
CTB-60B18.6	0	0	0	0	0	0	0	0	0	0	0	0	0
CGB2	0	0	0	0	0	0	0	0	0	0	0	0	0
CGB5	0	0	0	0	0	0	0	0	0	0	0	0	0
CGB8	0	0	0	0	0	0	0	0	0	0	0	0	0
CGB7	0	0	0	0	0	0	0	0	0	0	0	0	0
NTF4	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNA7	0	0	0	0	0	0	0	0	0	0	0	0	0
SNRNP70	1.091740076	0.425988701	0.490789136	0.471409589	0.183973697	0.339211247	0.375443115	0.454988172	0.415349675	0.460318671	0.424396918	0.414536886	0.351441266
LIN7B	0.020166485	0	0.060810336	0.013384364	0.034474188	0.00922735	0.036366151	0.03592272	0	0.028040995	0.014889724	0.023564042	0.013229741
C19orf73	0	0	0	0.009154373	0.021801968	0.002025635	0.010044093	0.009110722	0	0.006777246	0.030690008	0.011686667	0.004492912
PPFIA3	0	0	0	0.002969116	0	0.001261884	0	0.006862265	0	0.002676144	0	0.005757117	0.002623494
HRC	0	0	0	0	0	0	0	0	0	0	0	0	0
TRPM4	0	0	0	0	0	0.000119243	0	0	0	0	0	0	0
SLC6A16	0	0	0	0	0	0.000833068	0.006400247	0.003924106	0	0.000993189	0	0.002427325	0.002110447
CTC-301O7.4	0	0.054739344	0	0	0	0.002748307	0.024660105	0.026618852	0	0.0173069	0.00526721	0.007671331	0.007694027
CD37	1.066725269	2.226955253	2.227533065	1.996739281	2.100729991	1.602911194	2.129213646	2.261955254	2.332511593	2.213615943	0.771811283	1.976295	1.974978413
TEAD2	0	0	0	0	0.008612834	0	0	0	0	0	0	0	0.000126012
AC010524.4	0	0	0	0	0	0	0	0	0	0	0	0	0
DKKL1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC010524.2	0	0	0	0	0	0	0	0	0	0	0	0.000685102	0.000165415
CCDC155	0	0	0	0	0.026983847	0	0	0	0	0	0	0	0
PTH2	0	0	0	0	0	0	0	0	0	0	0	0	0
GFY	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC17A7	0	0	0	0	0	0	0	0	0	0	0	0.00034409	0
PIH1D1	0.318458946	0.234329027	0.253812935	0.231117628	0.196074787	0.168888418	0.243112671	0.256232127	0.224158512	0.243218908	0.260224922	0.208567592	0.194403457
ALDH16A1	0.013323488	0.171117851	0.079445615	0.077974688	0.059844251	0.073504993	0.152416282	0.099871639	0.054983553	0.114155313	0.187194721	0.100144054	0.098201226
CTD-3148I10.9	0	0	0	0	0	0	0	0	0	0	0	0	0
FLT3LG	0.192445839	0.140104802	0.211671346	0.201781766	0.167052688	0.118963322	0.173393042	0.147839955	0.055755811	0.133009652	0.054834755	0.132611097	0.121625249
RPL13A	2.450031972	5.077032975	5.543726671	4.714842563	8.407229316	5.396623299	4.997740564	4.327854618	4.549041155	5.00179907	3.785694715	4.32427067	4.787472967
RPS11	0.414229862	3.096966763	2.420518363	2.311691396	3.181731632	2.556660133	2.820529473	2.724116512	2.997472923	2.5811476	1.980923069	2.386861836	2.621681114
FCGRT	0.020328157	0.02275392	0.032568526	0.046749964	0.017669712	0.037167932	0.030042908	0.026216429	0.023215278	0.028938319	0	0.021785293	0.019704894
RCN3	0	0	0.013060157	0.001589777	0	0.001383558	0	0	0	0	0	0.004312957	0.00144436
NOSIP	0.095032272	0.388145424	0.276786516	0.2852012	0.459266916	0.325895052	0.325878887	0.365407892	0.416423993	0.320829365	0.44836622	0.408047346	0.456976721
PRRG2	0	0.020796532	0	0	0	0.003331391	0.013597756	0.017492502	0	0.006894221	0	0.005951869	0.002576048
PRR12	0.026269211	0.02275392	0.016712553	0.031283929	0.015574218	0.017918451	0.010548569	0.055636714	0	0.015770242	0.02218236	0.029920211	0.020318273
CTB-33G10.11	0	0	0	0	0	0	0	0	0	0	0	0	0.000184697
RRAS	0.032818619	0.005840828	0.028418868	0.013845811	0	0.010905272	0.025414722	0.018512455	0	0.014098697	0	0.011512622	0.011030681
SCAF1	0.202036422	0.037150722	0.047108141	0.055938616	0.059730031	0.066305544	0.06200972	0.063065361	0.026543065	0.065557917	0.066079601	0.068828243	0.062180721
IRF3	0.497745785	0.43373804	0.051660111	0.314072266	0.185072457	0.171353588	0.273785387	0.267647236	0.256839957	0.305797048	0.140800857	0.199235804	0.164134224
BCL2L12	0.047186809	0.077045462	0.017288284	0.045544906	0.137287724	0.063882683	0.10460716	0.063343263	0.138884274	0.07954139	0.366508296	0.070180435	0.063211211
PRMT1	0.329697607	0.365694144	0.440358212	0.281622347	0.339957068	0.346664239	0.241001937	0.295673785	0.361362586	0.30630985	0.566834821	0.318498413	0.302218102
ADM5	0	0	0	0	0	0.0022657	0	0	0	0	0	0	0.000342446
CPT1C	0	0	0	0	0	0	0	0	0	0	0	0.001158882	0.000489361
TSKS	0	0	0	0	0	0.000960362	0	0	0	0	0	0.000784054	0.000308798
AP2A1	0.294994101	0.138532149	0.042617913	0.24301121	0.210702738	0.161370052	0.266157953	0.278111064	0.153896599	0.26159769	0.225369065	0.21019563	0.210825412
FUZ	0	0.038054742	0.027977777	0.018130994	0.004118358	0.036148168	0.048870024	0.057962306	0.016976489	0.048490991	0.07473438	0.042842048	0.030266074
AC006942.4	0	0.024513069	0	0.014445765	0	0.004353392	0.006446178	0	0.014670732	0	0	0.003069465	0.002009173
MED25	0.023375901	0.12393825	0.132873807	0.104720617	0.02622835	0.070104571	0.044227657	0.081329054	0.037265033	0.058724767	0.100729489	0.073823545	0.062807846
PTOV1-AS1	0	0	0	0	0	0.000366078	0.006444857	0.005339467	0	0.002584708	0	0.002338708	0.001152854
PTOV1	0.218033844	0.211109471	0.16445426	0.204488968	0.127899169	0.215533398	0.249982496	0.191601294	0.130833751	0.25663682	0.209541647	0.217588043	0.190332435
AC018766.6	0	0	0	0	0	0	0	0	0	0	0	0	0
PTOV1-AS2	0	0	0	0.007833628	0	0.002614137	0	0.002648788	0	0.006153469	0	0.001828651	0.001963478
AC018766.4	0	0	0	0.009447777	0.016551047	0.001223431	0	0	0	0	0	0.001023043	0.001177832
PNKP	0.181681518	0.168665336	0.317125662	0.294171732	0.25625461	0.191903127	0.194225235	0.234415877	0.243243001	0.217781016	0.283682558	0.188844766	0.200290922
AKT1S1	0.023593405	0.022499305	0.017612331	0.027293961	0.067561176	0.027317873	0.030846057	0.051402515	0.031136149	0.031971078	0.054598759	0.039648585	0.031677709
TBC1D17	0.123316395	0.177192919	0.038286017	0.094754666	0.049485647	0.091586274	0.136402858	0.101379954	0.109335768	0.123148075	0.054028786	0.101201659	0.090752548
IL4I1	0	0	0.586383058	0	0.049082475	0.029424296	0	0	0.026215005	0	0	0.00200752	0.002692852
NUP62	0.104665843	0.13878451	0.135342888	0.101988675	0.03898151	0.06119968	0.021592097	0.102270839	0.110217959	0.084712718	0.151358324	0.069323973	0.061193373
ATF5	0.042824651	0	0.11770232	0.039556923	0.026448081	0.075425551	0.047868098	0.042451827	0	0.050067803	0.030185631	0.051263058	0.058011859
SIGLEC11	0	0	0	0	0	0	0	0	0	0	0	0	0.000159333
VRK3	0.135174442	0.208790927	0.231999505	0.13766086	0.127345285	0.098792759	0.200210014	0.211886215	0.125518141	0.189816015	0.255937691	0.146493564	0.128160037
ZNF473	0.111948686	0	0	0.06269554	0.016703523	0.027271376	0.009812113	0.01953966	0.026543065	0.023191401	0.025656152	0.035468499	0.020528687
CTD-2126E3.3	0	0	0	0	0	0.000537953	0	0.003379563	0	0	0	0.001555549	0.001614906
CTD-2126E3.4	0	0	0	0	0	0	0	0	0	0	0	0	0
IZUMO2	0	0	0	0	0	0	0	0	0	0	0	0	0
MYH14	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNC3	0	0	0	0	0	0	0	0	0	0	0	0.000217682	0
NR1H2	0.175468779	0.209723473	0.055536542	0.301236627	0.284849635	0.40829437	0.272025353	0.219473575	0.507194403	0.222811351	0.255041411	0.254523445	0.377732722
NAPSA	0	0	0	0.010761468	0	0.003429762	0	0	0	0.001521604	0	0.002198425	0.000373991
CTB-191K22.6	0.020141192	0	0	0	0	0.000348286	0	0	0	0	0	0.000958083	0.001215525
POLD1	0	0.032303077	0	0.014304789	0.027900221	0.027787684	0.007085421	0.052721113	0.026215005	0.021970216	0.057473032	0.02387435	0.022800225
SPIB	0	0	0	0	0.017225668	0.002016943	0	0	0	0.003867582	0	0	0.000826884
MYBPC2	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM71E1	0	0	0	0	0	0.000529136	0	0	0	0.002361109	0	0	0
EMC10	0.216552401	0.151380154	0.352083816	0.324375929	0.246341588	0.29894116	0.302753517	0.309836969	0.557028177	0.31470119	0.215702749	0.263274552	0.347892405
CTD-2545M3.2	0	0	0	0	0	0.001164387	0	0	0	0	0	0.000201648	0.000301634
CTD-2545M3.8	0	0	0	0	0	0	0	0	0	0	0	0	0.000161775
JOSD2	0.043213749	0.156998739	0.182997757	0.125127665	0.028199986	0.111347473	0.254171249	0.10545733	0.090355261	0.180813831	0.167933293	0.119401506	0.112041075
ASPDH	0	0	0	0	0	0	0	0	0	0	0	0	0.000402038
LRRC4B	0	0	0	0	0.01667874	0	0	0	0	0	0	0	0
SYT3	0	0	0	0	0	0	0	0	0	0	0	0.000155977	0.00048274
C19orf81	0	0	0.022276379	0	0.055256858	0.002706678	0	0	0	0.003220204	0	0	0.000175956
SHANK1	0	0	0.018114406	0	0.011707426	0.00034117	0	0	0	0	0	0	0
CLEC11A	0	0.036526481	0.125734164	0.022830373	0.096420185	0.02830899	0.035357651	0.067582501	0.026215005	0.030371753	0.001361247	0.03274597	0.027148506
CTD-2568A17.1	0	0	0	0	0	0	0	0.003229301	0	0	0	0	0
ACPT	0	0	0	0	0	0	0	0	0	0	0	0	0
CTD-2568A17.8	0	0	0	0	0	0	0	0	0	0	0	0	0
C19orf48	0.113698184	0.005840828	0.056133391	0.060873797	0.04200094	0.061754164	0.042140986	0.059929707	0.013816436	0.053930056	0.310966248	0.04203524	0.0434635
MGC45922	0	0	0	0.003070517	0	0.000270499	0	0	0	0	0	0	0.000246797
KLK1	0	0	0	0.005686797	0	0	0	0	0	0	0	0	0.000394456
KLK15	0	0	0	0	0	0	0	0	0	0	0	0	0
AC011523.2	0	0	0	0	0	0	0	0	0	0	0	0	0
KLK3	0	0	0	0	0	0	0	0	0	0	0	0	0
KLK2	0	0	0	0	0	0	0	0	0	0	0	0	0
KLK4	0	0	0	0	0	0	0	0	0	0.000855487	0	0	0
KLK5	0	0	0	0	0	0	0	0	0	0	0	0	0
KLK6	0	0	0	0	0	0.000781211	0	0	0	0	0	0	0
CTB-147C22.9	0	0	0	0	0	0	0	0	0	0	0	0	0
KLK7	0	0	0	0	0	0	0	0	0	0	0	0	0
KLK8	0	0	0	0	0	0.000781211	0	0	0	0	0	0	0
CTC-518B2.8	0	0	0	0	0	0	0	0	0	0	0	0	0
KLK9	0	0	0	0	0	0	0	0	0	0	0	0	0
KLK10	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-518B2.12	0	0	0	0	0	0	0	0	0	0	0	0	0
KLK11	0	0	0	0	0	0	0	0	0	0	0	0	0
KLK12	0	0	0	0	0	0.000781211	0	0	0	0	0	0	0
KLK13	0	0	0	0	0	0	0	0.002974726	0	0	0	0	0
KLK14	0	0	0	0	0	0.000266228	0	0.008131604	0	0	0	0.000661632	0.000117546
CTU1	0.02377973	0.014910011	0.027558765	0.026796481	0.049140321	0.018540122	0.05854495	0.053828184	0.073409505	0.020296081	0.01670625	0.025088421	0.022719834
SIGLEC9	0.042824651	0	0	0.003710383	0	0	0.02765431	0.09183685	0.014670732	0.064189437	0.020153918	0.049762516	0.027199036
SIGLEC7	0.013323488	0.13032635	0.144617835	0.045625844	0.032226301	0.036092563	0.202237304	0.310567673	0.421777089	0.182942831	0.07701953	0.185020496	0.148418035
CTD-3187F8.14	0	0.049902133	0.067123428	0.019383622	0	0.00821523	0.046578032	0.026307887	0.034143446	0.056403331	0.012760162	0.041246789	0.028909614
CD33	0	0	0.009121743	0	0.024818467	0.006402213	0	0	0	0	0	0.001639798	0.000188582
SIGLECL1	0	0	0	0	0	0	0	0	0	0	0	0	0
CTD-3187F8.2	0	0	0	0	0	0	0	0	0	0	0	0	0
CTD-3187F8.11	0	0	0	0	0	0	0	0	0	0	0	0	0
IGLON5	0	0	0	0	0	0.000532374	0	0	0	0	0	0.000339989	0
VSIG10L	0	0.046759758	0	0.023842742	0	0.007016688	0	0	0	0.002392345	0	0.001293936	0.001385096
CTD-2616J11.9	0	0	0	0	0	0	0	0	0	0	0	0	0
ETFB	0.207509099	0.197926987	0.358572149	0.189191422	0.167351596	0.225465819	0.101168274	0.100557083	0.040884383	0.136699953	0.282494562	0.129706747	0.121955094
CTD-2616J11.11	0	0	0	0.021971282	0.008356728	0.004729106	0	0.015263753	0	0	0	0.000986362	0.003333213
CLDND2	0.106059287	0	0.058926694	0.016000326	0.019066267	0.010088363	0	0.015495314	0	0.010260988	0	0.012743508	0.009640004
NKG7	6.169794773	25.29529233	9.053824313	13.03786254	8.251132833	13.38006307	35.07830243	34.18206365	33.04733063	29.06846831	19.5552916	26.51508193	28.53965038
LIM2	0	0	0.018192758	0.03188068	0	0.009084727	0.031772623	0.081874241	0.054594475	0.071049365	0.031880182	0.058873453	0.036322255
C19orf84	0.033226022	0	0	0.005195245	0	0.002043285	0.013372187	0.013193084	0.133894561	0.008704897	0.017577432	0.02458124	0.014623452
CTD-2616J11.14	0	0	0	0	0	0.000847949	0	0.010220758	0	0.004562692	0.008505956	0.002140844	0.001541105
SIGLEC10	0	0	0	0	0	0.002862239	0	0.003460063	0	0.005508824	0	0.0029299	0.002868116
CTD-2616J11.3	0	0	0	0	0	0	0.017340326	0	0	0.001198816	0	0.000662798	0.001314123
CTD-2616J11.2	0.028660162	0	0	0	0	0.001142262	0	0.023070271	0	0.007591693	0	0.0074702	0.005469734
SIGLEC8	0	0	0	0	0	0	0	0	0	0	0	0	0
CEACAM18	0	0	0	0	0	0	0	0	0	0	0	0	0
SIGLEC12	0	0	0	0	0	0.000208686	0	0	0	0	0	0.000946436	0
SIGLEC6	0	0	0	0	0	0	0	0	0	0	0	0.000159804	0.000180469
CTD-3073N11.9	0	0	0	0	0	0	0	0	0	0	0	0	0.000133384
ZNF175	0.021270522	0	0.031921157	0.003940182	0.009969378	0.004493869	0.013591877	0.025199101	0	0.005153052	0	0.005905638	0.006001441
AC018755.17	0	0	0	0	0	0	0	0	0	0	0	0	0
SIGLEC5	0	0	0	0	0	0.000622163	0	0	0	0	0	0.000311954	0
AC018755.18	0	0	0	0	0	0	0	0	0	0	0	0	0
SIGLEC14	0	0	0	0	0	0	0	0	0	0	0	0.000417766	0
SPACA6P-AS	0	0	0	0	0	0	0	0	0	0	0	0	0
HAS1	0	0	0	0	0	0.00157484	0	0	0	0	0	0.000344422	0
FPR1	0	0	0	0	0	0.003165296	0	0	0	0.005857572	0	0.004412196	0.002368273
FPR2	0	0	0	0.003573864	0	0	0	0	0	0	0	0.000828738	0.000764094
FPR3	0	0	0	0	0	0.000618681	0	0	0	0	0	0.001049445	0.000970768
AC006272.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC006272.1	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF577	0.036897433	0.040370937	0	0.027503078	0.029932389	0.006138782	0.025236083	0.023719138	0.055331276	0.018632392	0	0.009840208	0.007869502
ZNF613	0	0.040370937	0.03419925	0.013509983	0.014090588	0.013292914	0.017701138	0.023482604	0	0.01603356	0	0.011585362	0.016988821
ZNF649-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF649	0.077465042	0.057344602	0.051431298	0.036285865	0.063572564	0.02996181	0.005736863	0.027356377	0.093920257	0.036706835	0.011374867	0.028777596	0.038986383
ZNF350-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF350	0.185081746	0.031964891	0.020398578	0.075907651	0.08114721	0.052035893	0.092566685	0.068416603	0.085020977	0.068881775	0.049459959	0.05906145	0.06335229
ZNF615	0.023375901	0	0	0.020335763	0	0.020825831	0.013023223	0.015833169	0.047973998	0.025042925	0.045591313	0.01986703	0.027878002
ZNF614	0.178748535	0.01324722	0.124681613	0.045084341	0.070169026	0.058854221	0.034993814	0.040096696	0.028291861	0.052495386	0.018708334	0.04172486	0.054170424
ZNF432	0.096327821	0	0	0.030864174	0.047234134	0.031152997	0.051601501	0	0.062352232	0.017943615	0.028022158	0.024061012	0.027544724
CTC-471J1.11	0	0	0	0.003589193	0	0.001698865	0	0.002749964	0	0.006072288	0.014175227	0.005675479	0.002381863
ZNF841	0.513063214	0.175976173	0.145531849	0.213307518	0.014309408	0.086027559	0.049337634	0.145666364	0.113549335	0.129181231	0.041840344	0.081021223	0.08922363
ZNF616	0	0	0	0.025854218	0.047825552	0.005825912	0.017166689	0.01454517	0	0.021458732	0.004586926	0.016192343	0.01195241
ZNF836	0.275734156	0.163964599	0.084867331	0.0837356	0.161230434	0.057799037	0.099176317	0.050800964	0.06736966	0.062648816	0.016729093	0.055956718	0.059150935
CTD-2525I3.2	0	0	0	0	0	0	0	0	0	0	0	0	0.000197221
PPP2R1A	0.345580367	0.530376567	0.585135093	0.48674143	0.425495049	0.501563799	0.479138042	0.689054058	0.643470562	0.60054853	0.638687968	0.515600036	0.529288075
CTD-2525I3.3	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF766	0.157502246	0.022499305	0.101016976	0.117529354	0.028913248	0.039664504	0.046628611	0.071201129	0	0.067314618	0.002722493	0.042492964	0.043451085
CTD-2525I3.5	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF480	0.018084734	0.0330518	0.068636106	0.102062007	0.00813656	0.057813657	0.121326075	0.11308362	0.032479844	0.076887969	0.050667748	0.053881876	0.050829673
CTD-2525I3.6	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF610	0.067417775	0.032303077	0.018192758	0.010857255	0	0.00486477	0	0.023866674	0.018932665	0.016794355	0.014175227	0.005756347	0.002524222
