	Fibroblast.c01.MYH11	Fibroblast.c02.ADAMDEC1	Fibroblast.c03.COL15A1	Fibroblast.c04.LRRC15	Fibroblast.c05.PI16	Fibroblast.c06.ADH1B	Fibroblast.c07.IL6	Fibroblast.c08.RGS5	Fibroblast.c09.CTNNB1	Fibroblast.c10.PRG4	Fibroblast.c11.HOPX	Fibroblast.c12.MSLN	Fibroblast.c13.HGF	Fibroblast.c14.HSPA6	Fibroblast.c15.SOX6	Fibroblast.c16.SFRP2	Fibroblast.c17.STMN1	Fibroblast.c18.HHIP	Fibroblast.c19.MMP1	Fibroblast.c20.CD74
SMYD3	1.487792472	0.219798658	0.090529829	0.559302592	0.105982198	0.087195601	0.275510204	1.004998388	0.099767981	0.5	0.436339523	0.205128205	7.597014925	0.28085443	0.170896785	0.720554273	0.120689655	0.231707317	0.52140411	0.418079096
SMYD5	0.58646999	0.020134228	0.045473509	0.073870154	0.076588698	0.20974077	0.102040816	0.628023218	0.004640371	0	1.270557029	0.102564103	15.19402985	0.038765823	0.033840948	0.060046189	0.040229885	0.097560976	0.053938356	0.644067797
SNAI2	5.17802645	0.587248322	0.486441385	1.337921542	0.199544608	0.195600943	0.857142857	7.313124798	0.271461717	0.5	2.885941645	0.461538462	0.910447761	1.22943038	0.866328257	2.018475751	0.563218391	0.219512195	1.323630137	1.960451977
SNAI3	0.001017294	0	0	0.000917642	0	0	0.010204082	0.039664624	0	0	0.00265252	0	0.014925373	0.001582278	0	0	0.002873563	0	0.000856164	0
SNAI3-AS1	0.189216684	0.010067114	0.010846892	0.013535214	0.012626785	0.127258445	0	0.224766204	0.004640371	0	0.01061008	0.025641026	0	0.003164557	0.011844332	0.013856813	0	0.012195122	0.007705479	0
SNAP47	2.972533062	0.098993289	0.113475177	0.297545309	0.149451459	0.385703064	0.142857143	1.985004837	0.041763341	0	0.461538462	0.282051282	7.044776119	0.151898734	0.13536379	0.281755196	1.152298851	0.207317073	0.299657534	2.214689266
SNAPC3	3.213123093	0.161073826	0.159365874	0.283321863	0.116125026	0.207384132	0.163265306	2.96855853	0.097447796	0	1.25596817	0.153846154	4.044776119	0.20806962	0.24534687	0.198614319	1.028735632	0.219512195	0.260273973	2.542372881
SNAPIN	4.456256358	0.177852349	0.252398832	0.586143611	0.428482716	0.76512176	0.285714286	2.890357949	0.081206497	0.5	0.729442971	0.333333333	2.253731343	0.589398734	0.285956007	0.600461894	0.548850575	0.390243902	0.595034247	1.480225989
SNCG	6.473550356	0.003355705	0.097204839	0.015370498	0.068515835	0.089552239	0.183673469	2.352466946	0.027842227	0	0.054376658	0.128205128	0.044776119	0.039556962	0.003384095	0.034642032	0.060344828	0.06097561	0.018835616	0.028248588
SND1	4.530010173	0.201342282	0.311639549	1.064464327	0.43117367	0.726630008	0.642857143	3.679297001	0.259860789	0.5	3.684350133	0.666666667	25.52238806	0.991297468	0.460236887	1.168591224	2.729885057	0.475609756	1.02140411	2.661016949
SNHG12	1.119532045	0.204697987	0.692115144	0.083505391	0.736907473	0.115475255	0.43877551	1.170267656	0.039443155	0	0.221485411	0.41025641	1.910447761	0.622626582	0.260575296	0.302540416	0.163793103	0.109756098	0.184931507	0.209039548
SNHG15	4.968972533	0.13590604	0.224864414	0.096352374	0.343821155	0.149253731	0.693877551	2.24137375	0.023201856	0.5	0.518567639	0.333333333	1.149253731	0.159018987	0.165820643	0.203233256	0.123563218	0.195121951	0.102739726	0.95480226
SNHG18	1.267039674	0.281879195	0.16020025	0.211286992	0.160215276	0.117046347	0.112244898	0.972105772	0.034802784	3	0.408488064	0.128205128	0.492537313	0.160601266	0.566835871	0.327944573	0.086206897	0.43902439	0.190068493	0.661016949
SNHG25	0.034079349	0.026845638	0.013350021	0.013076394	0.004760919	0.008641005	0.010204082	0.047404063	0.006960557	0	0.019893899	0	0.134328358	0.009493671	0.065989848	0.013856813	0.005747126	0.158536585	0.050513699	0.02259887
SNHG8	1.452695829	0.870805369	1.120984564	0.220233999	1.004346926	0.512175962	0.93877551	1.016930023	0.097447796	0.5	0.607427056	0.820512821	0.865671642	0.705696203	1.372250423	0.898383372	0.416666667	0.719512195	0.378424658	0.497175141
SNHG9	0.374872838	0.325503356	0.19190655	0.082128929	0.201821569	0.082482325	0.153061224	0.257175105	0.055684455	0	0.125994695	0.128205128	0.208955224	0.212816456	0.47715736	0.242494226	0.097701149	0.268292683	0.119863014	0.11299435
SNIP1	0.474059003	0.062080537	0.090112641	0.135810966	0.084247568	0.054988217	0.163265306	0.768945501	0.030162413	0	0.183023873	0.128205128	0.044776119	0.117879747	0.072758037	0.133949192	0.189655172	0.207317073	0.160958904	0.327683616
SNORA59B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNRK	5.844862665	0.151006711	0.078431373	0.181234228	0.084040571	0.070699136	0.142857143	7.000806192	0.076566125	0	0.478779841	0.051282051	17.56716418	0.208860759	0.296108291	0.131639723	0.094827586	0.085365854	0.211472603	0.101694915
SNRNP200	5.222278739	0.258389262	0.316645807	0.686854783	0.301593873	0.27965436	0.448979592	3.512576588	0.220417633	0	0.908488064	0.435897436	4.059701493	0.977848101	0.282571912	0.600461894	0.175287356	0.512195122	0.654965753	1.327683616
SNRNP40	4.021871821	0.27852349	0.360450563	0.490479468	0.499896502	0.30479183	0.448979592	3.183489197	0.109048724	0.5	0.814323607	0.58974359	10.76119403	0.589398734	0.336717428	0.48960739	1.16954023	0.256097561	0.505136986	3.129943503
SNRNP48	1.030010173	0.090604027	0.099707968	0.160816701	0.100186297	0.147682639	0.12244898	0.627539503	0.051044084	0.5	0.363395225	0.179487179	2.970149254	0.147151899	0.126903553	0.191685912	0.054597701	0.243902439	0.189212329	0.169491525
SNRPC	5.907934893	0.296979866	0.432206925	1.509061711	0.663837715	0.68342498	0.704081633	4.327636246	0.290023202	1.5	1.778514589	0.666666667	5.208955224	0.668512658	0.585448393	1.25404157	0.942528736	1.195121951	1.458047945	0.768361582
SNRPE	2.622583927	0.411073826	0.461410096	1.117916953	0.546056717	0.394344069	0.908163265	2.248468236	0.197215777	3	1.210875332	0.692307692	4.731343284	0.601265823	0.847715736	0.981524249	0.770114943	1.073170732	1.278253425	0.90960452
SNRPG	3.086978637	0.651006711	0.613683771	2.181463638	0.787000621	0.546739984	1.653061224	3.586584973	0.424593968	3	2.320954907	0.974358974	8.641791045	1.060126582	1.311336717	1.722863741	1.364942529	1.597560976	2.522260274	1.186440678
SNTB1	0.719226857	0.041946309	0.047976637	0.212663455	0.119850963	0.045561665	0.153061224	0.515640116	0.102088167	0	0.290450928	0.179487179	0.059701493	0.251582278	0.345177665	0.03926097	0.077586207	0.097560976	0.42380137	0.079096045
SNTB2	0.775686673	0.172818792	0.354192741	0.470979582	0.454564272	0.214454046	0.43877551	0.872621735	0.141531323	0	1.962864721	0.58974359	2.985074627	0.433544304	0.292724196	0.531177829	0.135057471	0.707317073	0.469178082	0.457627119
SNTG2	0.000508647	0	0.000417188	0.004817619	0	0.000785546	0.010204082	0.002579813	0.006960557	0	0	0	0	0.003164557	0	0.002309469	0.005747126	0	0.016267123	0
SNTN	0.000508647	0	0.000834376	0.002752925	0.001241979	0	0	0.001128668	0	0	0.00265252	0	0	0.002373418	0	0	0	0	0.001712329	0
SNW1	3.73397762	0.256711409	0.369211514	0.614819913	0.41999586	0.516103692	0.479591837	4.247017091	0.171693735	0.5	2.221485411	0.538461538	6.910447761	0.650316456	0.401015228	0.618937644	0.25862069	0.56097561	0.694349315	1.694915254
SNX1	4.527466938	0.293624161	0.408844389	0.551502638	0.442558477	0.600942655	0.510204082	4.772492744	0.122969838	0.5	2.294429708	0.692307692	19.17910448	0.428797468	0.417935702	0.711316397	0.649425287	0.475609756	0.674657534	4.644067797
SNX16	0.473041709	0.041946309	0.045890697	0.047258546	0.051335127	0.03692066	0.081632653	0.443889068	0.016241299	0	0.051724138	0.025641026	0.029850746	0.036392405	0.07106599	0.073903002	0.025862069	0.048780488	0.056506849	0.056497175
SNX2	6.211597152	0.216442953	0.448060075	0.839412709	0.592630925	0.688923802	0.5	5.908094163	0.129930394	0	2.397877984	0.641025641	25.40298507	1.546677215	0.318104907	1.043879908	0.33045977	0.341463415	0.835616438	2.141242938
SNX21	3.09155646	0.134228188	0.294534835	0.318651067	0.667356655	0.216025137	0.367346939	1.870686875	0.078886311	0.5	1.351458886	0.41025641	9.47761194	0.223892405	0.137055838	0.515011547	0.192528736	0.268292683	0.38869863	0.209039548
SNX29	1.480162767	0.182885906	0.129328327	0.429456297	0.225626164	0.204241948	0.193877551	1.558368268	0.125290023	0	0.773209549	0.256410256	4.597014925	0.234177215	0.150592217	0.348729792	0.146551724	0.329268293	0.397260274	1.627118644
SNX29P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNX3	17.41709054	1.654362416	2.578222778	4.280568938	3.466363072	2.901806756	3.234693878	12.33102225	0.726218097	7	7.25198939	2.743589744	11.98507463	3.738924051	2.375634518	4.944572748	2.695402299	3.134146341	4.540239726	7.548022599
SNX4	3.161241099	0.105704698	0.212348769	0.284927736	0.289588077	0.182246661	0.306122449	3.077233151	0.051044084	1	0.278514589	0.333333333	5.731343284	0.234968354	0.209813875	0.29330254	0.123563218	0.37804878	0.323630137	0.209039548
SNX7	2.846388606	0.070469799	0.154776804	0.594172975	0.450424343	0.102120974	0.285714286	1.473879394	0.090487239	3	0.708222812	0.153846154	0.208955224	0.259493671	0.14213198	0.418013857	0.120689655	0.353658537	0.511986301	0.169491525
SNX8	1.095116989	0.05704698	0.066332916	0.224133976	0.096253364	0.644147683	0.112244898	0.400677201	0.053364269	0	0.185676393	0.076923077	0.104477612	0.098101266	0.067681895	0.184757506	0.068965517	0.146341463	0.220034247	0.86440678
SOAT1	1.187182096	0.130872483	0.193158114	0.224822207	0.16352722	0.300864101	0.265306122	1.660915834	0.064965197	0	0.631299735	0.179487179	22.34328358	0.171677215	0.153976311	0.609699769	0.097701149	0.134146341	0.260273973	1.779661017
SOBP	1.180061038	0.098993289	0.125156446	0.131452168	0.251707721	0.146111548	0.153061224	0.813124798	0.032482599	0	0.209549072	0.179487179	0.656716418	0.163765823	0.218274112	0.187066975	0.028735632	0.231707317	0.142979452	0.118644068
SOD3	57.26856562	3.399328859	6.415102211	2.077770131	10.11529704	5.882168107	6.653061224	20.07384715	0.69837587	1	6.473474801	7.871794872	19.11940299	3.783227848	2.795262267	6.217090069	1.304597701	4.597560976	5.020547945	5.197740113
SOGA3	0.093591048	0	0	0.001605873	0.000206996	0.151610369	0	0.104643663	0	0	0.013262599	0	0	0.001582278	0	0	0	0	0.000856164	0
SORBS3	9.999491353	0.36409396	0.767209011	1.748566185	1.101842269	0.587588374	0.887755102	5.762173492	0.366589327	0.5	3.131299735	0.58974359	6.373134328	1.477848101	0.47715736	1.570438799	0.597701149	1.012195122	1.516267123	1.129943503
SORCS2	0.003051882	0.013422819	0.037546934	0.075476027	0.028358518	0.037706206	0.06122449	0.008384392	0.016241299	0	0.026525199	0.076923077	0.059701493	0.028481013	0.076142132	0.54965358	0.00862069	0.024390244	0.031678082	0.033898305
SORT1	18.04120041	0.05704698	0.027534418	0.377380133	0.028979507	0.198743126	0	7.298452112	0.085846868	0	0.74535809	0.333333333	5.910447761	0.106803797	0.44500846	0.090069284	0.112068966	1.036585366	0.170376712	0.096045198
SOS1	1.734486267	0.117449664	0.088443888	0.22092223	0.119850963	0.17674784	0.173469388	1.27668494	0.051044084	0	0.99867374	0.205128205	6.970149254	0.142405063	0.091370558	0.193995381	0.281609195	0.109756098	0.210616438	0.525423729
SOSTDC1	0.001525941	0.006711409	0.075928244	0.000458821	0.010970813	0.043990573	0.37755102	0.005320864	0.004640371	0	0.01061008	0	0.194029851	0.078322785	0.005076142	0.011547344	0.045977011	0.658536585	0.011130137	0.039548023
SOWAHA	0.001017294	0	0.000834376	0.006423492	0.001034982	0.002356638	0.010204082	0.000483715	0	0	0.00265252	0	0	0.002373418	0.003384095	0	0.002873563	0	0.005993151	0.005649718
SOWAHC	0.374364191	0.031879195	0.056320401	0.083734802	0.06706686	0.230164965	0.091836735	0.468881006	0.044083527	0	0.168435013	0.076923077	1.208955224	0.103639241	0.060913706	0.090069284	0.057471264	0.085365854	0.098458904	0.062146893
SOX11	0.003560529	0.010067114	0	0.05528791	0	0	0.020408163	0.019509836	0.027842227	0	0.017241379	0.025641026	0	0.015822785	0	0.002309469	0.011494253	0.012195122	0.036815068	0
SOX13	4.334181078	0.052013423	0.055068836	0.023858683	0.068722832	0.025923016	0.051020408	2.146565624	0.011600928	0	0.042440318	0	0.268656716	0.03164557	0.020304569	0.050808314	0.066091954	0.024390244	0.02739726	1.192090395
SOX14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SOX17	0.007121058	0	0.000417188	0.00022941	0.000827986	0	0	0.005320864	0	0	0.00132626	0	0	0.002373418	0	0	0	0	0.001712329	0.005649718
SOX18	0.171922686	0	0.004171882	0.000917642	0.002690954	0.002356638	0	0.043373105	0.002320186	0	0.01061008	0.025641026	0.089552239	0.009493671	0.001692047	0.013856813	0.011494253	0	0.001712329	0
SOX2	0.002034588	0.001677852	0.003754693	0.009864648	0.001655972	0.000785546	0	0.003386005	0.020881671	0	0.00132626	0.076923077	0	0.009493671	0.003384095	0.002309469	0.189655172	0	0.007705479	0
SOX4	3.42370295	0.765100671	0.782227785	4.213351686	0.44649141	0.879025923	1.755102041	5.429055144	1.048723898	2	5.297082228	1.717948718	5.567164179	3.03085443	2.07106599	3.475750577	1.652298851	3.158536585	4.374143836	3.734463277
SOX7	0.016276704	0	0.002085941	0.003899977	0.003104947	0.001571092	0	0.027410513	0	0	0.00265252	0	0	0.001582278	0.001692047	0.002309469	0.318965517	0.012195122	0.002568493	0
SOX8	0.004069176	0.003355705	0.005006258	0.002523515	0.015110743	0.004713276	0.010204082	0.014027733	0.002320186	0	0.00795756	0	0	0.181170886	0.003384095	0.002309469	0.00862069	0	0.004280822	0
SP100	9.842828077	0.354026846	0.561535252	0.935306263	0.648519975	0.406912804	0.663265306	8.983876169	0.269141531	1	2.870026525	0.948717949	40.62686567	1.806962025	0.411167513	1.002309469	1.272988506	0.548780488	1.254280822	6.163841808
SP110	2.049847406	0.11409396	0.220692532	0.375315439	0.187952805	0.24666143	0.275510204	1.851660755	0.141531323	7	0.884615385	0.179487179	3.686567164	0.381329114	0.13536379	0.344110855	0.091954023	0.146341463	0.450342466	1.615819209
SP140	0.003560529	0.003355705	0.001668753	0.002982335	0.001241979	0.003142184	0	0.06014189	0.004640371	0	0.00397878	0	1	0	0.003384095	0.002309469	0	0	0.012842466	0.011299435
SP140L	1.062054934	0.068791946	0.080100125	0.119752237	0.086938522	0.064414768	0.132653061	1.261528539	0.027842227	0	0.530503979	0.179487179	3.104477612	0.110759494	0.084602369	0.154734411	0.068965517	0.109756098	0.136130137	0.81920904
SP3	2.912004069	0.241610738	0.224864414	0.374856618	0.323742496	0.252160251	0.193877551	3.004675911	0.113689095	0	1.299734748	0.333333333	3.134328358	0.434335443	0.263959391	0.279445727	0.543103448	0.256097561	0.403253425	4.949152542
SP5	0.000508647	0.003355705	0.037546934	0.001835283	0.044504243	0.025137471	0	0.00096743	0.002320186	0	0.00397878	0.102564103	0	0.018987342	0.005076142	0.041570439	0.005747126	0.024390244	0.011986301	0.005649718
SP8	0	0	0	0	0	0	0	0.000322477	0	0	0	0	0	0	0	0	0	0	0	0
SP9	0.001525941	0	0.000834376	0	0	0	0	0.000644953	0	0	0	0	0	0.000791139	0	0	0	0	0	0
SPACA1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPAG11B	0	0	0	0	0	0	0	0.000161238	0	0	0	0	0	0	0	0	0	0	0	0
SPAG16	1.396744659	0.167785235	0.189403421	0.312686396	0.26764645	0.137470542	0.193877551	1.153337633	0.060324826	0.5	0.462864721	0.256410256	1.746268657	0.211234177	0.187817259	0.295612009	0.129310345	0.390243902	0.333047945	1.254237288
SPAG17	0.05595117	0.005033557	0.004171882	0.003211746	0.002483958	0.000785546	0	0.04772654	0	0	0.013262599	0	0	0.001582278	0	0.006928406	0.005747126	0	0.001712329	0
SPAG5	0.216683622	0.013422819	0.005840634	0.008488185	0.009314842	0.005498822	0.030612245	0.071267333	0.002320186	0	0.014588859	0	0.134328358	0.01028481	0.013536379	0.013856813	1.086206897	0.012195122	0.011130137	0
SPAG6	0	0	0	0.000917642	0	0.000785546	0	0.000161238	0	0	0.00265252	0	0	0.001582278	0.001692047	0	0	0	0.000856164	0
SPAG7	4.364191251	0.288590604	0.351689612	0.701995871	0.629890292	1.265514533	0.428571429	3.783456949	0.129930394	0.5	1.802387268	0.58974359	18.34328358	0.613132911	0.439932318	1.367205543	0.597701149	0.756097561	0.718321918	2.960451977
SPAG8	0.297049847	0.010067114	0.027534418	0.01124111	0.019664666	0.157894737	0.010204082	0.318929378	0.006960557	0	0.033156499	0	0	0.02056962	0.010152284	0.006928406	0.002873563	0	0.006849315	0.02259887
SPANXN5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPAST	0.454730417	0.040268456	0.061743846	0.128699243	0.076174705	0.052631579	0.081632653	0.404063205	0.013921114	0	0.151193634	0.128205128	0.074626866	0.074367089	0.062605753	0.115473441	0.031609195	0.036585366	0.104452055	0.079096045
SPATA12	0	0	0.000834376	0.000688231	0.000206996	0	0.010204082	0.000161238	0	0	0	0	0	0	0	0	0	0	0	0
SPATA13-AS1	0	0	0	0.00022941	0	0	0	0.013544018	0	0	0	0	0	0	0	0	0	0	0	0
SPATA16	0.01017294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPATA17	0.209562564	0.011744966	0.005006258	0.017205781	0.009728835	0.00392773	0	0.035794905	0	0	0.018567639	0	0.029850746	0.011867089	0.008460237	0.025404157	0.011494253	0.024390244	0.010273973	0.011299435
SPATA18	0.572736521	0.073825503	0.055903212	0.109428768	0.050507141	0.076983504	0.071428571	0.582715253	0.032482599	0	0.196286472	0.025641026	0.656716418	0.097310127	0.062605753	0.080831409	0.011494253	0.073170732	0.179794521	0.259887006
SPATA21	1.01525941	0.003355705	0.013767209	0.012158752	0.003932933	0.137470542	0.010204082	0.904708159	0	0	0.167108753	0.025641026	3.23880597	0.003955696	0.001692047	0	0.186781609	0	0.004280822	0.367231638
SPATA22	0.000508647	0	0.001251564	0.000688231	0.001241979	0	0	0.004675911	0	0	0	0	0	0	0	0	0	0	0.000856164	0
SPATA24	0.329094608	0.006711409	0.00667501	0.016058729	0.008279859	0.004713276	0.010204082	0.154466301	0.006960557	0	0.026525199	0.025641026	0	0.01028481	0.011844332	0.011547344	0.011494253	0.024390244	0.024828767	0
SPATA3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPATA31D1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPATA31E1	0.000508647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000856164	0
SPATA4	0.017802645	0	0	0.000917642	0.000413993	0.000785546	0	0.007094486	0.002320186	0	0.00132626	0	0	0.000791139	0	0	0	0	0	0
SPATA42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPATA6	1.186673449	0.261744966	0.195244055	0.08832301	0.164355206	0.189316575	0.112244898	1.241696227	0.046403712	0	0.838196286	0.179487179	11.74626866	0.191455696	0.189509306	0.147806005	0.037356322	0.073170732	0.099315068	0.480225989
SPATA6L	0.392675483	0.062080537	0.002920317	0.008488185	0.00413993	0.015710919	0.020408163	0.148500484	0.009280742	0	0.014588859	0.025641026	0.492537313	0.011075949	0.169204738	0.004618938	0.002873563	0.036585366	0.011130137	0.033898305
SPATA9	0.108850458	0.003355705	0.000417188	0.004817619	0.000620989	0.000785546	0	0.052886166	0	0	0.00530504	0	0	0.001582278	0.00676819	0.004618938	0.002873563	0.012195122	0.004280822	0.118644068
SPATS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPC24	0.226347915	0.006711409	0.002503129	0.01674696	0.002483958	0.002356638	0.010204082	0.059496936	0.002320186	0	0.0066313	0	0	0.000791139	0.003384095	0.009237875	0.017241379	0.024390244	0.005993151	0
SPCS1	10.09409969	1.268456376	1.456403838	3.308786419	2.128337818	1.429693637	2.081632653	8.050306353	0.649651972	6	4.99469496	2.615384615	43.40298507	1.722310127	2.013536379	3.290993072	1.00862069	2.402439024	3.70119863	6.039548023
SPCS2	9.52034588	0.833892617	1.149770547	2.032576279	1.440902505	1.983503535	1.908163265	8.233150597	0.589327146	4.5	3.350132626	2.025641026	13.19402985	2.421677215	1.607445008	2.519630485	2.479885057	1.841463415	2.523972603	7.508474576
SPCS3	2.470498474	0.296979866	0.337088027	0.975682496	0.501138481	0.265514533	0.510204082	2.151241535	0.280742459	2	2.156498674	0.974358974	7.880597015	0.507120253	0.52284264	0.681293303	0.709770115	0.609756098	1.065068493	1.18079096
SPDYA	1.58138352	0.011744966	0.016687526	0.010323469	0.003932933	0.031421838	0	0.771364076	0.011600928	0	0.059681698	0.025641026	2.343283582	0.017405063	0.015228426	0.002309469	0.112068966	0	0.003424658	0.056497175
SPEG	2.124618515	0.001677852	0.00667501	0.064923148	0.008486856	0.007069914	0	0.099484037	0.018561485	0	0.046419098	0.051282051	0	0.015822785	0.005076142	0.011547344	0	0.170731707	0.043664384	0.016949153
SPEN	4.948118006	0.159395973	0.212348769	0.372562514	0.229766094	0.28358209	0.459183673	2.954692035	0.153132251	0	0.726790451	0.384615385	0.358208955	0.403481013	0.191201354	0.295612009	0.166666667	0.268292683	0.427226027	1.740112994
SPESP1	0.131230926	0.021812081	0.029203171	0.06102317	0.042434279	0.040062844	0.030612245	0.449532409	0.002320186	0	0.055702918	0	0.462686567	0.025316456	0.050761421	0.064665127	0.00862069	0.036585366	0.051369863	0.02259887
SPHKAP	0	0	0	0.000458821	0	0	0	0.000806192	0	0	0.00132626	0	0	0	0	0	0	0	0.000856164	0
SPI1	0.019837233	0	0.007926575	0.014452856	0.002690954	0.004713276	0.010204082	0.016930023	0.009280742	0	0.013262599	0	0.074626866	0.007120253	0.011844332	0.013856813	0.002873563	0	0.016267123	0.016949153
SPICE1	0.837741607	0.088926174	0.089278264	0.144528562	0.050921134	0.108405342	0.071428571	1.21847791	0.062645012	0.5	0.343501326	0.051282051	6.179104478	0.0625	0.106598985	0.103926097	0.58045977	0.048780488	0.109589041	2.960451977
SPIN1	4.158189217	0.317114094	0.319566124	0.767148429	0.329952391	0.410054988	0.428571429	3.376330216	0.183294664	0	1.50397878	0.461538462	20.88059701	0.487341772	0.480541455	0.665127021	0.629310345	0.5	0.658390411	2.09039548
SPIN3	0.318413021	0.021812081	0.0317063	0.048864418	0.031463465	0.06991359	0.010204082	0.460819091	0.013921114	0	0.208222812	0	1.671641791	0.307753165	0.025380711	0.048498845	0.097701149	0	0.037671233	0.06779661
SPIN4	0.067141404	0.021812081	0.015018773	0.032346869	0.023804595	0.012568735	0	0.082231538	0.013921114	0	0.029177719	0	0.014925373	0.011867089	0.020304569	0.036951501	0.183908046	0.036585366	0.034246575	0.587570621
SPINK2	0.007121058	0	0.001251564	0.003899977	0.001448975	0.003142184	0	0.003708481	0.002320186	0	0.0066313	0	0	0.008702532	0.00676819	0.006928406	0	0	0.002568493	0
SPINK8	0.001017294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPO11	0.000508647	0	0	0	0	0	0	0.000161238	0	0	0	0	0	0	0	0	0	0	0	0
SPOCD1	0.016785351	0.001677852	0.003337505	0.456985547	0.001862968	0.001571092	0.020408163	0.103514995	0.039443155	2.5	0.152519894	0.051282051	0	0.036392405	0.001692047	0.023094688	0.074712644	0.451219512	0.07619863	0.056497175
SPOCK1	0.179552391	0.083892617	0.45139758	1.257398486	0.430759677	0.334642577	0.285714286	0.01999355	0.229698376	0.5	1.370026525	0.512820513	0.208955224	0.499208861	0.076142132	0.688221709	0.181034483	0.134146341	0.851883562	0.406779661
SPOCK3	0.003560529	0	0	0.00022941	0	0	0	0.000483715	0	0	0	0	0	0.000791139	0.001692047	0	0.002873563	0	0	0.005649718
SPON2	2.057985758	4.046979866	4.253233208	8.634319798	4.941626992	7.257659073	3.112244898	8.262334731	2.515081206	1.5	29.26790451	2.41025641	89.46268657	8.72943038	9.079526227	15.6812933	4.370689655	6.695121951	12.4375	14.42937853
SPOPL	1.320447609	0.072147651	0.068836045	0.109199358	0.062305941	0.048703849	0.142857143	0.400193486	0.041763341	0	0.122015915	0.230769231	0.059701493	0.094936709	0.076142132	0.101616628	0.054597701	0.12195122	0.113013699	0.169491525
SPP1	0.080366226	0.015100671	0.022945348	0.087864189	0.009521838	0.014139827	0.010204082	0.247500806	0.07424594	3.5	0.087533156	0.051282051	0.194029851	0.069620253	0.030456853	0.053117783	0.091954023	0.024390244	0.430650685	0.073446328
SPP2	0.001525941	0	0	0.000458821	0	0	0	0.002418575	0	0	0	0	0.014925373	0.000791139	0	0	0	0	0.000856164	0
SPPL2A	6.544760936	0.387583893	0.566958698	0.786648314	0.851997516	0.428908091	0.775510204	5.228313447	0.167053364	0	2.481432361	0.794871795	17.76119403	0.541139241	0.570219966	1.406466513	0.232758621	0.719512195	0.993150685	1.638418079
SPPL3	1.638351984	0.149328859	0.181894034	0.373709566	0.232457048	0.494893951	0.224489796	1.551273783	0.11136891	0.5	1.088859416	0.230769231	0.432835821	0.316455696	0.21319797	0.720554273	0.163793103	0.182926829	0.445205479	0.169491525
SPR	0.687182096	0.05704698	0.163954944	0.182840101	0.26060857	0.120188531	0.163265306	0.277007417	0.034802784	1	0.282493369	0.358974359	0.089552239	0.168512658	0.082910321	0.221709007	0.801724138	0.134146341	0.304794521	0.242937853
SPRED2	0.617497457	0.055369128	0.09261577	0.163340216	0.149244463	0.067556952	0.173469388	2.066107707	0.078886311	0.5	0.681697613	0.153846154	4.28358209	0.166139241	0.138747885	0.140877598	0.235632184	0.097560976	0.189212329	0.254237288
SPRN	0.039165819	0.003355705	0.001251564	0.009405827	0	0.023566379	0	0.003386005	0	0	0.01061008	0	0	0	0.013536379	0.004618938	0	0.012195122	0.006849315	0.005649718
SPRR2A	0.002034588	0.003355705	0.000417188	0.00527644	0	0	0	0.004514673	0.048723898	0	0.00265252	0	0	0.001582278	0	0	0.158045977	0.012195122	0.005136986	0
SPRR2B	0	0	0	0	0.002069965	0	0	0	0	0	0	0	0	0	0	0	0.002873563	0	0	0
SPRR2D	0	0	0	0.000688231	0	0	0	0.00193486	0	0	0.00132626	0	0	0.002373418	0	0	0.066091954	0	0.005993151	0
SPRR2E	0.026449644	0	0	0.000688231	0	0	0	0.001289906	0	0	0	0	0	0.004746835	0	0	0.002873563	0	0	0
SPRR2F	0.002034588	0	0	0	0.003725937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPRR2G	0.000508647	0	0	0	0	0	0	0	0	0	0	0	0	0.000791139	0	0	0	0	0	0
SPRR3	0.002034588	0	0	0.034182152	0	0	0	0.002096098	0.6774942	0	0.00265252	0	0	0.004746835	0	0	0.221264368	0	0.004280822	0
SPRR4	0.019837233	0	0	0	0	0	0	0.000161238	0	0	0	0	0	0	0	0	0	0	0	0
SPRTN	1.413021363	0.087248322	0.058823529	0.162422574	0.110950114	0.076197958	0.173469388	1.062721703	0.048723898	0	0.810344828	0.230769231	0.194029851	0.127373418	0.116751269	0.579676674	0.074712644	0.073170732	0.192636986	0.09039548
