	Macro.c01.C1QC	Macro.c02.FN1	Macro.c03.GPNMB	Macro.c04.IL1B	Macro.c05.INHBA	Macro.c06.ISG15	Macro.c07.LYVE1	Macro.c08.NLRP3	Macro.c09.SPP1
PIEZO2	0	0	0	0	0.000306504	0	0	0	0
GNAL	0.006356905	0.004650768	0.000898563	0.004596981	0.003693418	0.007222622	0.005213176	0.001972058	0.005337856
CHMP1B	0.96418791	1.400580467	0.809007817	1.152371137	1.284192573	0.922948842	0.965034084	1.360249976	1.241799267
RP11.78A19.3	0.001805478	0.004696067	0.003342192	0.002717971	0.003688435	0.003762934	0.001921652	0.002973724	0.001569107
MPPE1	0.136053037	0.128629783	0.138733767	0.174242432	0.130480079	0.070612393	0.137066984	0.074315206	0.081640404
RP11.820I16.4	0.003734536	0.001269756	0.000526883	0.004141594	0.004413359	0.001556067	0.006122067	0.004546794	0.006069162
IMPA2	0.075266424	0.199724337	0.152224604	0.145266351	0.069643923	0.090990926	0.063323263	0.162268595	0.0661263
TUBB6	0.178687565	0.18585489	0.160805002	0.103583806	0.287594126	0.315720898	0.207934347	0.313335109	0.348616366
AFG3L2	0.146166041	0.182372674	0.160070666	0.154956025	0.101037224	0.142941599	0.149579081	0.12514139	0.121192428
PRELID3A	0.014906311	0.004344963	0.007010328	0.008841885	0.007567789	0.002916092	0.019392645	0.000575302	0.005701554
SPIRE1	0.040917361	0.008823758	0.017332917	0.022699002	0.012970328	0.008908896	0.037521449	0.009945322	0.025314932
PSMG2	0.385618883	0.344288372	0.425904244	0.366431295	0.243794256	0.29355484	0.327352895	0.186910456	0.299362593
CEP76	0.012228688	0.00905916	0.011430914	0.009349718	0.008567966	0.011855985	0.010966184	0.003527805	0.011461421
PTPN2	0.31323558	0.293785026	0.308708353	0.319958243	0.445892659	0.471596234	0.344723749	0.410058862	0.363765801
SEH1L	0.082180902	0.072922688	0.074644773	0.0693917	0.098755205	0.111812826	0.112893127	0.08841171	0.11643582
CEP192	0.033207935	0.028510248	0.021374025	0.028464263	0.021129202	0.015661336	0.048875159	0.021163568	0.021043332
LDLRAD4	0.171028389	0.183243682	0.137466676	0.206830392	0.308206822	0.179975222	0.282304639	0.177708549	0.236799755
FAM210A	0.150745671	0.213033076	0.268640966	0.32005955	0.140393602	0.13930916	0.22070098	0.093740899	0.141488131
RNMT	0.22705111	0.230136332	0.21738734	0.20238287	0.2081584	0.265828666	0.242466186	0.227644018	0.231199652
ZNF519	0.005941292	0.005236844	0.005606491	0.00508448	0.003534156	0.00633147	0.007432256	0.002009864	0.005666752
ROCK1	0.536549636	0.658661457	0.545103285	0.664931632	0.600489062	0.557359872	0.734190247	0.725359096	0.537755424
ESCO1	0.070890406	0.043615097	0.067769265	0.054772769	0.065868614	0.062429765	0.085618959	0.044618917	0.067731009
SNRPD1	0.346256521	0.38284005	0.378137767	0.262754029	0.304553863	0.486902356	0.288198226	0.28981678	0.374741633
ABHD3	0.136157627	0.058322298	0.090972659	0.100103517	0.088825735	0.06249322	0.128003819	0.053748779	0.08433918
MIB1	0.03317276	0.021234799	0.02011645	0.027717147	0.026076857	0.020692875	0.046512068	0.039107059	0.024198334
RP11.739L10.1	0.002876871	0.002213559	0.002099559	0.002770135	0.003492277	0.002174302	0.004301807	0.002721624	0.001994522
RBBP8	0.169739502	0.143724494	0.10584674	0.218117084	0.284220676	0.126097942	0.187091251	0.214984466	0.149567568
CABLES1	0.027588125	0.007844806	0.009103151	0.012619651	0.007531522	0.006973934	0.042254992	0.004894472	0.016880362
TMEM241	0.010072467	0.010892183	0.009850672	0.009108533	0.008213685	0.007293406	0.009952691	0.006301892	0.009925418
RIOK3	0.215164012	0.229302493	0.211704668	0.195336633	0.27880373	0.31579698	0.247189473	0.383958766	0.270359718
C18orf8	0.086709458	0.058657633	0.078696458	0.08376485	0.091639643	0.103538227	0.084480443	0.057272431	0.08051162
NPC1	0.116213593	0.062238963	0.087368784	0.092611124	0.124138356	0.118891753	0.105400541	0.11264396	0.150437951
ANKRD29	0.01084453	0.003789673	0.007198317	0.00555306	0.002466377	0.002201101	0.008250692	0.003074891	0.033851471
TTC39C	0.076570559	0.096747829	0.064273496	0.062026054	0.077341157	0.109797735	0.075748319	0.102330038	0.116961558
OSBPL1A	0.189873046	0.124761609	0.168863324	0.18504002	0.090830396	0.07773954	0.212885454	0.055760099	0.098576989
IMPACT	0.099027618	0.081503454	0.108223978	0.103431576	0.063335922	0.071636167	0.08585184	0.048146193	0.065063713
ZNF521	0.000359023	0.003352686	0.000991174	0.000710933	0.00151428	0.001348668	0.000804601	0.000726693	0.000720894
SS18	0.10650925	0.082654881	0.097845378	0.103454241	0.114628465	0.0999829	0.117391953	0.099730341	0.096757788
TAF4B	0.022879783	0.016344287	0.0162328	0.037436144	0.032135281	0.028048599	0.044685615	0.02538286	0.017614788
KCTD1	0.002699065	0.000483795	0.00162955	0.000984493	0.001240895	0.000621875	0.001650728	0.000328384	0.000512414
CDH2	0.000327075	0	0.000426198	0.000231985	0.002355726	0.000925767	0	0.000101062	0
DSC2	0.241393137	0.125882448	0.178366555	0.202961123	0.15830034	0.107143748	0.288077374	0.129931763	0.210484656
DSG2	0.000622557	0.000767408	0.000268961	0.000534997	0.000308756	0	0.000420338	0.000113433	0.000218567
B4GALT6	0.000634223	0.00505462	0.000946499	0.000708511	0.000750991	0.000786251	0.000924646	0.004157826	0.001359357
TRAPPC8	0.073927974	0.057871921	0.070487703	0.067428064	0.070155098	0.090714866	0.092735309	0.062383283	0.069857134
RP11.326K13.4	0.006527658	0.003574005	0.004955703	0.002421869	0.003098277	0.002727637	0.006477909	0.003915326	0.002370622
RNF125	0.052219146	0.030735091	0.040628011	0.054543226	0.035130385	0.01687459	0.061877743	0.022023731	0.014633299
RP11.53I6.3	0.001575566	0.000421054	0.00041869	0.000686047	0.00044746	0.001747957	0.00233495	0.000948998	0.000298798
RNF138	0.113294213	0.081968936	0.086993591	0.119957714	0.094944752	0.134188692	0.135397979	0.066680223	0.106810518
DTNA	0.073835058	0.040401393	0.053728694	0.071633315	0.069854072	0.009765349	0.125064339	0.008041012	0.019466896
MAPRE2	0.208527713	0.132976041	0.193130589	0.24021728	0.179952617	0.125000737	0.243666943	0.115894357	0.147811072
ZNF397	0.044607212	0.020983348	0.028385791	0.044253253	0.03136525	0.023401842	0.074721452	0.020848088	0.032734071
ZSCAN30	0.015859457	0.004058287	0.012359808	0.016033759	0.012642577	0.00960497	0.021070472	0.004640088	0.008085227
ZNF24	0.173864307	0.146928831	0.19295463	0.160268423	0.152491483	0.169458704	0.204565261	0.13965284	0.18256723
ZNF396	0.003177388	0.002933924	0.00258111	0.000694774	0.001089482	0	0.003096073	0.000230047	0.002180058
INO80C	0.064283484	0.047636678	0.058740393	0.045831283	0.058934337	0.083558377	0.049775587	0.088521528	0.103948341
GALNT1	0.115762974	0.084757438	0.074165761	0.080792902	0.095756093	0.123486324	0.103348549	0.131054281	0.117714273
C18orf21	0.058784234	0.053165382	0.064541357	0.038838693	0.032870957	0.048806469	0.046518436	0.049069285	0.062998368
RPRD1A	0.054091807	0.053593504	0.058239168	0.059398063	0.048070116	0.060032771	0.053397618	0.087562879	0.054412882
SLC39A6	0.088939537	0.075234411	0.092167959	0.071096404	0.0936234	0.083870654	0.073778483	0.06480615	0.089301061
ELP2	0.073456392	0.064111025	0.088655272	0.091117465	0.063105862	0.055695935	0.086334503	0.030305119	0.055803658
RP11.49I11.1	0.009485522	0.001741697	0.005178689	0.006028338	0.021227481	0.000780231	0.002359031	0.00118628	0.001199293
MOCOS	0.004535346	0.002767752	0.005316678	0.005064338	0.031515147	0.006907088	0.00285947	0.001972728	0.002177474
TPGS2	0.133455119	0.136889509	0.139628545	0.115219214	0.113599501	0.091264526	0.083625098	0.078431612	0.115138749
KIAA1328	0.025997404	0.014723045	0.022546264	0.025891731	0.023837001	0.015410077	0.025770068	0.011406254	0.019941908
PIK3C3	0.067941731	0.069333968	0.060019454	0.055555733	0.054471356	0.062646175	0.081371933	0.044816304	0.066789351
SETBP1	0.009605578	0.004692296	0.006806167	0.017182698	0.008428704	0.008597153	0.022968885	0.002502161	0.000799308
SIGLEC15	0.007061228	0.002102771	0.006255008	0.002896238	0.013304702	0.00101826	0.004252695	0.002772145	0.006251622
EPG5	0.055559207	0.044730665	0.035499792	0.047429248	0.048821842	0.063723304	0.061804423	0.044317809	0.050661846
PSTPIP2	0.191122227	0.348311957	0.253500324	0.316541521	0.319331602	0.582699839	0.285380252	0.294899131	0.191841461
ATP5A1	0.554943146	0.772498255	0.711583344	0.660207375	0.447059815	0.599099227	0.497729749	0.502040129	0.420393857
HAUS1	0.094047612	0.082290187	0.097025497	0.087658396	0.061313371	0.063328404	0.068626937	0.054540041	0.068040232
C18orf25	0.051487375	0.047712637	0.043802845	0.051455308	0.044379295	0.055487109	0.068564892	0.047282263	0.058681471
LOXHD1	5.99E-05	0.000310743	0	0	0.000284761	0.002384643	0.001277168	0.022041781	0.003072867
PIAS2	0.080561701	0.078307599	0.082906637	0.096819826	0.048935177	0.049613245	0.127247811	0.039963126	0.052262375
KATNAL2	0.007731329	0.006084391	0.007308583	0.009055929	0.004891078	0.000786251	0.021124988	0.001760648	0.002001762
HDHD2	0.072973277	0.069267722	0.087942638	0.073167197	0.055422615	0.059057554	0.06463346	0.044069283	0.06416181
IER3IP1	0.268313609	0.223682323	0.273645016	0.196750239	0.196682857	0.251810854	0.202782255	0.169916269	0.276755872
SMAD2	0.151423697	0.128118859	0.132877786	0.141126718	0.113884066	0.145291452	0.173751106	0.118350086	0.149945167
CTIF	0.024743968	0.02536867	0.016454105	0.018986324	0.026383086	0.020860099	0.023282453	0.026606718	0.029093562
SMAD7	0.062828375	0.08414787	0.037945886	0.054448018	0.074729081	0.075587712	0.052632399	0.082745608	0.075241113
RP11.15F12.1	0.001956959	0.001773318	0.000630142	0.000753458	0.005150374	0	0.00131639	0.003506536	0.006013558
DYM	0.129968591	0.132312024	0.158500249	0.165659981	0.132011557	0.121883176	0.145444496	0.130444193	0.142189067
C18orf32	0.440167995	0.349758374	0.416236743	0.36626723	0.395126976	0.40825341	0.332986619	0.301854256	0.452138949
RPL17	2.187479395	2.540480821	2.261925767	2.459206661	2.274177424	2.016373768	2.305204738	2.458405085	2.20998303
ACAA2	0.230682785	0.229900803	0.27618775	0.191627943	0.1934182	0.215885552	0.144020646	0.157822109	0.272781072
SNHG22	0.00299055	0.002245608	0.001750705	0.004282735	0.003822534	0.000756762	0.007910325	0.003595646	0.002058922
CFAP53	0.003125963	0	0.003099759	0.000741848	0.001458252	0.003477425	0.002704399	0.000156155	0.002161788
MBD1	0.074845552	0.054179119	0.072648712	0.069225166	0.069744437	0.072887662	0.085927442	0.090518309	0.088939923
CXXC1	0.084569239	0.087477929	0.074737473	0.076420525	0.087285952	0.083067861	0.085921706	0.091726291	0.099751442
MRO	0.028475588	0.003539914	0.010023734	0.016421007	0.001167224	0.00404851	0.022621918	0.001576687	0.011609881
ME2	0.249472274	0.238041551	0.243934901	0.230819391	0.171193936	0.261410877	0.228564267	0.179000189	0.235311801
ELAC1	0.023029544	0.015983546	0.014330763	0.020256724	0.011581661	0.011237292	0.021014221	0.008470231	0.019460447
SMAD4	0.044507349	0.0270221	0.03017697	0.029105685	0.033523612	0.043351152	0.065316068	0.038671431	0.041093099
MEX3C	0.025603663	0.033794151	0.014204607	0.018813735	0.025627287	0.028094004	0.029383451	0.039056137	0.031795588
MBD2	0.104571951	0.122297142	0.075020971	0.058335866	0.112077313	0.225493384	0.116861726	0.21981431	0.133743152
RP11.850A17.1	0.003672242	0.003716204	0.004096136	0.004910861	0.005342193	0.002111038	0.003403846	0.003716975	0.002373652
POLI	0.029805216	0.015239892	0.020793808	0.033460254	0.025010173	0.012140676	0.041040436	0.009249208	0.020429458
C18orf54	0.005528425	0.002227769	0.001289671	0.002982626	0.001256818	0.002257311	0.007423542	0.000808658	0.002366097
RAB27B	0.000783453	0.001777861	0.001407704	0.002120652	0.00022622	0	0.000303143	0.000459608	0
CCDC68	0.000845248	0	0.000269424	0	0.000258987	0	0.000881897	0.000211019	0.000820614
TCF4	0.255311008	0.121932517	0.189227381	0.259161116	0.175045245	0.146318862	0.351022327	0.093904189	0.131174098
TXNL1	0.346158455	0.284472897	0.373714261	0.318543969	0.290122982	0.333940205	0.285595047	0.209214052	0.321260123
WDR7	0.05511012	0.035944699	0.04831109	0.042526339	0.040415955	0.03854097	0.053977628	0.033811256	0.033432071
FECH	0.067418624	0.037789547	0.060065918	0.045813034	0.024889971	0.041042394	0.06182396	0.017360451	0.036673451
NARS	0.200329548	0.17753207	0.199493705	0.170097252	0.151183727	0.21104032	0.181281679	0.128951827	0.167507664
RP11.35G9.3	0.033985715	0.036928297	0.029548409	0.03612636	0.034666305	0.037497391	0.045631226	0.030002491	0.025090653
RP11.35G9.5	0.001681172	0.002554932	0.001425653	0.002025363	0.001436766	0.004266415	0.002960649	0.001502509	0.001030501
ATP8B1	0.005298205	0.006456954	0.003488657	0.001662579	0.001028334	0.002149751	0.001326419	0.000647286	0.003451955
NEDD4L	0.05741155	0.035940252	0.0412248	0.048480043	0.064108362	0.036464177	0.051489059	0.03269725	0.055557724
ALPK2	0.01157958	0.005883511	0.005225766	0.017895583	0.027186001	0.001587476	0.010395339	0.013841325	0.005079059
RP11.1151B14.4	0.002531582	0.001193164	0.000685795	0.002392257	0.007861102	0	0.003665872	0.006619819	0.0025494
RP11.126O1.6	0.000167336	0	0.000177192	0	0.000250791	0.002198775	0.000253403	0	0
RP11.126O1.5	0.003351802	0.004206983	0.001717368	0.008209598	0.01439621	0.001069984	0.005266701	0.006056355	0.002932164
MALT1	0.194088708	0.399783941	0.31775604	0.289459539	0.352945518	0.269560027	0.198124589	0.419020193	0.197194923
ZNF532	0.030581726	0.01336115	0.020748383	0.022639995	0.011330724	0.015680196	0.043255176	0.010138539	0.016011871
SEC11C	0.292302699	0.233501553	0.293708434	0.185432896	0.209422034	0.350729777	0.191211207	0.170748777	0.239935592
LMAN1	0.303987232	0.250526865	0.291394543	0.262803351	0.23976506	0.227405562	0.322143655	0.139446526	0.306341661
PMAIP1	0.352649329	0.311809607	0.146045298	0.753518592	1.093690626	0.321607533	0.627184299	0.323712817	0.455035398
CDH20	0.000158592	0	0	0.001443611	0.006923938	0.000789854	0.001108884	0.001130471	0.000556671
RNF152	0.002015635	0.005711904	0.000452398	0.000659105	0.001038113	0.00208608	0.001010449	0.010068059	0.003141769
PIGN	0.045242582	0.04180346	0.045216579	0.042872623	0.031726313	0.02477078	0.045326596	0.026338456	0.032180052
KIAA1468	0.066433954	0.034673465	0.060595099	0.050667672	0.040517686	0.041926149	0.089107178	0.035493578	0.043146328
TNFRSF11A	0.065700649	0.027663157	0.05869232	0.061343899	0.016253425	0.018460904	0.137102082	0.010089344	0.027729775
ZCCHC2	0.062614293	0.029589604	0.044127811	0.034363675	0.042815753	0.062643068	0.102171805	0.036538509	0.0570938
PHLPP1	0.010925597	0.027129508	0.016124427	0.02772137	0.013338663	0.012175094	0.014268305	0.018050336	0.023151272
BCL2	0.155167869	0.298187712	0.246240266	0.403143437	0.269127345	0.126482816	0.233860712	0.114180656	0.103749818
KDSR	0.199121671	0.187723547	0.212471777	0.220238733	0.171976471	0.152134646	0.215958207	0.098284294	0.193726779
RP11.635N19.1	0.01249708	0.008040361	0.008482021	0.014039682	0.008368395	0.000658025	0.010672866	0.004572444	0.007917942
VPS4B	0.195004016	0.239549399	0.208812975	0.156834159	0.137709243	0.231187543	0.206853653	0.223687595	0.191695685
SERPINB3	0.00072727	0	0	0	0.000464679	0	0	0	0
SERPINB2	0.008483962	0.010815265	0.001381375	0.003425999	0.087845227	0.14234234	0.017152215	1.183452945	0.268400892
SERPINB10	0.000105767	0	0	0	0.000597021	0.000781812	0	0.035112252	0.007005431
HMSD	0.001416168	0.001035981	0.000536902	0.000701353	0.001567183	0.001359108	0.00053292	0.00012732	0.000456523
SERPINB8	0.17818558	0.246397249	0.147026054	0.201925931	0.334064366	0.236585999	0.186617527	0.594117806	0.385365594
DSEL	0.009955201	0.004568972	0.005948537	0.013932635	0.00639411	0.003051452	0.021091602	0.001459877	0.00510156
TMX3	0.090799383	0.066448232	0.090953638	0.066265983	0.073067387	0.061082883	0.103165208	0.053474118	0.07031462
CCDC102B	0.011663208	0.003408079	0.010863671	0.011539508	0.006892504	0.00382741	0.01120904	0.00341254	0.005773649
CD226	0.020417696	0.010800199	0.027639702	0.027028687	0.037059493	0.035196154	0.017320979	0.017330699	0.048374124
RTTN	0.012111982	0.0031355	0.01120473	0.014108342	0.011966761	0.003347817	0.01495273	0.00726813	0.012240071
SOCS6	0.106527967	0.04262657	0.118604164	0.10184704	0.075550725	0.036571662	0.089343583	0.033973895	0.073751538
TIMM21	0.048147052	0.031010853	0.049043848	0.033235288	0.017892154	0.040513908	0.045756824	0.008230962	0.036723934
CYB5A	0.206380934	0.107661374	0.176029007	0.163066224	0.116986609	0.185409362	0.1270496	0.069668932	0.369881134
CNDP2	0.459317558	0.345990716	0.477474656	0.411357106	0.398628991	0.638008094	0.377394958	0.219858145	0.383683509
LINC00909	0.042980889	0.034326833	0.037158675	0.041468242	0.041467491	0.049222107	0.05186465	0.036338025	0.040986385
ZNF407	0.024445477	0.017414977	0.015611813	0.0147351	0.021588502	0.021336535	0.029767913	0.027968383	0.023311598
RP11.405M12.3	0.020905901	0.008244928	0.00542641	0.026391542	0.030606453	0.006471044	0.046205646	0.032760096	0.014957934
RP11.405M12.4	0.001207653	0	0.000182251	0.000491214	0	0	0.001915489	0.001783126	0.001529785
ZADH2	0.054672024	0.052483962	0.042812472	0.03472931	0.030057189	0.043848554	0.090005795	0.048135232	0.042127314
TSHZ1	0.032286928	0.031191614	0.031462576	0.030547453	0.019092597	0.017747154	0.051027784	0.032385706	0.03697223
ZNF516	0.036308468	0.029615642	0.029482377	0.025772371	0.032456823	0.032565279	0.052404895	0.03326818	0.036652542
RP11.17M16.2	0.002730753	0.001513971	0.003844373	0.003806039	0.004074544	0.003608306	0.002322965	0.002463503	0.001487983
C18orf65	0.005255808	0.002924561	0.002772686	0.004925907	0.006589596	0.003021879	0.006858231	0.003480929	0.001355428
RP11.162A12.2	0.02351473	0.025115491	0.024340147	0.016989192	0.014200575	0.015878857	0.018592239	0.019217353	0.026046577
ZNF236	0.033727458	0.028064307	0.026990193	0.034447165	0.025404845	0.018629529	0.050418367	0.0280357	0.026674714
MBP	0.276537698	0.263704266	0.29463498	0.290929602	0.286183872	0.262881136	0.296834901	0.321468123	0.209366833
RP11.4B16.4	0.027284096	0.009011132	0.020449279	0.0326406	0.015659115	0.006186448	0.036758411	0.005829945	0.008472478
ATP9B	0.070253463	0.07199037	0.069382583	0.066352627	0.061420076	0.064097877	0.085377925	0.08652721	0.088975764
NFATC1	0.148814054	0.114234603	0.111689103	0.131797479	0.194873918	0.172004324	0.148713917	0.154126793	0.140331156
RP11.567M16.3	0.002627675	0.000556559	0.000582049	0.002675492	0.002730098	0.003121441	0.002147563	0.001778966	0.001267807
RP11.567M16.6	0.0053911	0.001786812	0.003032289	0.002684109	0.002361376	0.005801595	0.004158254	0.003790175	0.003800443
CTDP1	0.066398598	0.094047562	0.065144918	0.050334412	0.067735175	0.091678541	0.070236243	0.09955627	0.099992961
RP11.154H12.2	0.004520566	0.006420507	0.00100619	0.001832596	0.013298008	0.00244032	0.006070087	0.023905343	0.009569739
RP11.154H12.3	0.001490005	0.0046261	0.000518634	0.001923601	0.00253114	0.000518775	0.004046498	0.009711768	0.004885939
KCNG2	0.002777522	0.000924715	0.000237057	0.000682498	0.002204784	0.001900885	0.009004021	0.006647719	0.009241268
PQLC1	0.128704947	0.160285596	0.100102367	0.090846248	0.09169722	0.156663175	0.12163099	0.186955594	0.149845391
HSBP1L1	0.091320141	0.063148947	0.073928373	0.071181509	0.036448591	0.061127841	0.092244219	0.038225053	0.113434841
TXNL4A	0.343541073	0.535545533	0.550933242	0.351874112	0.195479462	0.507808968	0.24048378	0.407541655	0.315686227
RBFA	0.068955629	0.077213167	0.077767567	0.070689005	0.048604821	0.067547144	0.067027895	0.0367727	0.063538371
ADNP2	0.047807289	0.051082079	0.031021496	0.04548073	0.062191365	0.063143818	0.055386374	0.083205205	0.065890885
PARD6G.AS1	0.03510698	0.006906347	0.019086114	0.008304439	0.047799067	0.021406911	0.017068713	0.015573587	0.030809305
PARD6G	0.000460958	0.001840205	0	0.000195468	0.001039519	0	0.000329237	0	0.000757016
C20orf96	0.037573395	0.026728206	0.031204888	0.032764567	0.024191427	0.013130874	0.040898649	0.007024796	0.02105589
ZCCHC3	0.020371187	0.031795638	0.026729624	0.022165852	0.020614967	0.035853223	0.02414456	0.045746716	0.025328387
NRSN2.AS1	0.007766854	0.006530458	0.009003707	0.012362469	0.007457152	0.004511653	0.006547634	0.002730652	0.00504379
SOX12	0.005636768	0.00178524	0.005832097	0.007916205	0.002039733	0.001784713	0.008244629	0.000795981	0.002690956
NRSN2	0.00912297	0.004762044	0.008593799	0.003826064	0.004545003	0.002827404	0.00589646	0.001514524	0.003495712
TRIB3	0.015161654	0.01412164	0.0062065	0.004413231	0.017573726	0.017946775	0.007170545	0.035648866	0.015209936
RBCK1	0.27012134	0.277406955	0.275116868	0.276785637	0.263109841	0.398136653	0.22590044	0.233324838	0.231109838
TBC1D20	0.079939554	0.067356606	0.074413205	0.059959149	0.066550515	0.064929047	0.090155786	0.06578638	0.081674123
CSNK2A1	0.133936647	0.104289693	0.124294128	0.111215209	0.098075296	0.13245141	0.128799032	0.079086272	0.115159751
SRXN1	0.007031406	0.011137484	0.014187177	0.004294781	0.009289138	0.016110574	0.003272478	0.012277296	0.010423436
FAM110A	0.156614775	0.118108729	0.147760851	0.143038705	0.170365092	0.119654498	0.117626401	0.090095506	0.103877434
PSMF1	0.384095557	0.37032377	0.43137554	0.377779793	0.324837487	0.455500606	0.325711724	0.261024878	0.351204719
RP4.545L17.11	0.001682125	0.001233935	0.000213674	0.001269694	0.001232389	0.000713122	0.001052936	0.001387369	0.000607939
SDCBP2	0.000995572	0.000850199	0.001487066	0.001571833	0.001105397	0	0.001115792	0.002257999	0.00160656
RP11.314N13.10	0.001172437	0	0.001247339	0.001756528	0.001027548	0.000548782	0.002237663	0.000919493	0.000952973
SDCBP2.AS1	0.006328019	0.007623018	0.006213266	0.004523785	0.007594443	0.010747698	0.009046971	0.007055777	0.00687136
FKBP1A	0.914716885	0.856585565	0.80720077	0.606747783	0.976245101	1.372489285	0.749124606	1.193884117	1.023991612
NSFL1C	0.227881025	0.145919839	0.224128306	0.174306501	0.158282738	0.244701375	0.197818561	0.128909136	0.214038696
SIRPB2	0.056022371	0.057829634	0.034476098	0.032834781	0.045134292	0.046921329	0.049419568	0.078967775	0.09882929
SIRPD	0.009336003	0.007643236	0.006914859	0.005222588	0.002809194	0.03125703	0.011143422	0.018621874	0.006799392
SIRPB1	0.049586689	0.033325067	0.03026971	0.008325788	0.055011299	0.082858227	0.032290987	0.12242337	0.04902499
SIRPG	0.00057849	0	0.000308894	0.000189965	0.000696083	0.000525288	0.000799903	0.00025149	0.000766869
RP5.858L17.1	0.016026006	0.025337425	0.017276659	0.027613154	0.018758132	0.018875233	0.018463968	0.023973461	0.016999305
SIRPA	0.491976381	0.401457179	0.440035338	0.381342362	0.510245394	0.435875853	0.346344894	0.339277401	0.458773826
RP4.684O24.5	0.002511058	0.003383728	0.001023629	0.00502993	0.00524121	0.000491445	0.00134169	0.003582717	0.004090572
STK35	0.018072823	0.010014454	0.013921344	0.009737004	0.017398293	0.026683566	0.021981983	0.024902805	0.029524207
RP11.128M1.1	0.00370753	0.001361822	0.001150123	0.002411502	0.007727639	0.000912988	0.004252065	0.006688662	0.002105647
SNRPB	0.56413612	0.688278379	0.591032237	0.574727445	0.734804547	0.804589383	0.564918456	0.779424536	0.728905042
ZNF343	0.008616964	0.00531066	0.005983439	0.004308045	0.001080173	0.005042186	0.010083826	0.002138081	0.005090682
NOP56	0.179938918	0.134716209	0.173651385	0.187240045	0.139387008	0.152626842	0.248314954	0.08934943	0.136095691
IDH3B	0.180270982	0.210918218	0.207377718	0.175590081	0.162257586	0.222181628	0.191052004	0.188849705	0.186930599
EBF4	0.000397887	0.000316737	0.000834897	0.00030072	0.000606733	0.001699189	0.000478524	0.000110267	0
CPXM1	0.001309733	0.001652884	0.000833384	0.001017169	0.000623684	0.002872344	0.002390102	0.001773007	0.000933186
PCED1A	0.076375142	0.056752318	0.058240565	0.058556748	0.05787148	0.047280793	0.083739234	0.046933185	0.063158451
VPS16	0.072520578	0.071421359	0.082920932	0.060827013	0.074081427	0.096412189	0.061613691	0.065619508	0.064777896
PTPRA	0.128014171	0.104130866	0.111396044	0.109987025	0.088586644	0.097688914	0.123763617	0.084211965	0.106705807
MRPS26	0.117938937	0.067993752	0.129205419	0.071838083	0.033252489	0.069205875	0.103378584	0.02640666	0.079643544
UBOX5	0.016154615	0.011251475	0.012628461	0.009341937	0.010060308	0.007581778	0.015047119	0.005729673	0.00824949
FASTKD5	0.029451692	0.030947431	0.031130058	0.031344176	0.02819549	0.036557579	0.027278061	0.039119541	0.032291704
DDRGK1	0.295349465	0.296221617	0.327566001	0.279004222	0.211933594	0.194885247	0.202671472	0.198732705	0.224937266
ITPA	0.238960601	0.219959004	0.225085538	0.169313081	0.157821084	0.275880879	0.17464426	0.193327591	0.216872488
SLC4A11	0.001573446	0.001395422	0.001677783	0	0.001615401	0.000827303	0.000906887	0.000460093	0.000545579
C20orf194	0.124114922	0.072122419	0.059730807	0.081197617	0.075685553	0.038736465	0.197760039	0.054328755	0.073739784
ATRN	0.069466891	0.050955638	0.055320223	0.04782465	0.042926856	0.046163803	0.119345347	0.051707841	0.055862771
SIGLEC1	0.271211825	0.065786435	0.059174657	0.045036348	0.069883845	0.21919236	0.294022791	0.043728134	0.152502201
C20orf27	0.317973851	0.465334954	0.389717826	0.392718573	0.276440798	0.319002742	0.28953129	0.335650377	0.182646433
CENPB	0.058626477	0.041081093	0.035699729	0.02772504	0.020405473	0.036695847	0.050134729	0.037194035	0.037678797
CDC25B	0.048706637	0.023702531	0.033269609	0.031258496	0.023676024	0.042689337	0.07086799	0.024592277	0.034205137
AP5S1	0.030176225	0.019129263	0.032485853	0.015906164	0.015849602	0.0258255	0.031735741	0.007799574	0.024451267
MAVS	0.069505649	0.055921537	0.054055647	0.064987557	0.038954764	0.054501211	0.087197912	0.057896357	0.04774116
PANK2	0.143388493	0.108448276	0.139430314	0.11873891	0.102231589	0.178152927	0.137421126	0.099902474	0.107679958
RNF24	0.048084226	0.054855579	0.046648661	0.035914355	0.094677834	0.082740477	0.051988024	0.127550284	0.077823285
SMOX	0.065937571	0.019882278	0.039206182	0.042293221	0.112134901	0.039661416	0.059769607	0.083654363	0.150495437
LINC01433	0.001229037	0	0	0.000208989	0.002242435	0.002250805	0.000701189	0.004039968	0.001435746
PRNP	0.613001466	0.457448217	0.417109068	0.592516584	0.602283131	0.409901241	0.766986356	0.804704987	0.59577802
RASSF2	0.171903873	0.21550375	0.168391424	0.178437766	0.155308495	0.241548309	0.209979227	0.293466243	0.149622124
SLC23A2	0.0695456	0.04466038	0.061545248	0.055142002	0.038364042	0.028239817	0.065703065	0.030557501	0.050831758
TMEM230	0.451021271	0.400257003	0.469281133	0.410972325	0.401085384	0.400065624	0.35709824	0.309007469	0.412025043
PCNA	0.089881706	0.055825072	0.06668477	0.055656368	0.056261814	0.061850831	0.073966396	0.029616284	0.069033063
CDS2	0.151992516	0.083173509	0.130900017	0.107773871	0.09481526	0.103452385	0.120508814	0.08554538	0.132038598
